CS14_ENG_001	per:holds_shares_in	test0	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	0.777317791314
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	AFP_ENG_20091026.0021:600-605,AFP_ENG_20091026.0021:600-630,AFP_ENG_20091026.0021:625-630	Samantha Geimer	AFP_ENG_20091026.0021:386-400	0.923734022041
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	LTW_ENG_20091115.0045:3066-3091,LTW_ENG_20091115.0045:3084-3099	Sarah Anderson	LTW_ENG_20091115.0045:3066-3079	0.516224549713
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	eng-NG-31-142050-8681816:727-765	Scott Rowland	eng-NG-31-142050-8681816:704-716	0.457677257288
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	APW_ENG_20100903.0119:1709-1748	Shane Germann	APW_ENG_20100903.0119:1736-1748	0.602013670135
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	APW_ENG_20101104.0045:4149-4168	Sunny Garcia	APW_ENG_20101104.0045:4120-4131	0.306522846432
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	NYT_ENG_20100328.0108:1832-1836,NYT_ENG_20100328.0108:1832-1847,NYT_ENG_20100328.0108:1842-1847	Terry	NYT_ENG_20100328.0108:1832-1836	0.379323496034
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	NYT_ENG_20090909.0086:1643-1663	Tim Murphy	NYT_ENG_20090909.0086:1654-1663	0.130781588948
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	WPB_ENG_20100630.0100:694-733,WPB_ENG_20100630.0100:2203-2220	W.S. Merwin	WPB_ENG_20100630.0100:204-214	0.415043374102
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	WPB_ENG_20100630.0100:686-733	W.S. Merwin	WPB_ENG_20100630.0100:204-214	0.615196577236
CS14_ENG_031	gpe:residents_of_stateorprovince	test0	WPB_ENG_20100630.0100:694-733,WPB_ENG_20100630.0100:2203-2220	William Merwin	WPB_ENG_20100630.0100:1643-1656	0.808050952038
CS14_ENG_032	per:employee_or_member_of	test0	bolt-eng-DF-200-192431-6335891:1895-1920,bolt-eng-DF-200-192431-6335891:2066-2083	LBC	bolt-eng-DF-200-192431-6335891:172-174	0.77274618008
CS14_ENG_032	per:employee_or_member_of	test0	AFP_ENG_20100324.0729:58-108	Samsung	AFP_ENG_20100324.0729:65-71	0.165987579694
CS14_ENG_032	per:employee_or_member_of	test0	AFP_ENG_20100324.0729:184-274	Samsung Electronics	AFP_ENG_20100324.0729:191-209	0.259081963953
CS14_ENG_033	per:parents	test0	eng-NG-31-138320-9804504:913-930	Sally W. Duerson	eng-NG-31-138320-9804504:827-842	0.773979492959
CS14_ENG_033	per:parents	test0	eng-NG-31-138320-9804504:895-931,eng-NG-31-138320-9804504:895-931,eng-NG-31-138320-9804504:913-915	Sally W. Duerson	eng-NG-31-138320-9804504:827-842	0.877437937207
CS14_ENG_033	per:parents	test0	eng-NG-31-138320-9804504:895-960	Sally W. Duerson	eng-NG-31-138320-9804504:827-842	0.866044958255
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:3886-4035	Clapton	eng-NG-31-127096-9196569:3886-3892	0.574222351811
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:3791-3940	Cleve	eng-NG-31-127096-9196569:3791-3795	0.234066688375
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:3895-4044	Compton Dando	eng-NG-31-127096-9196569:3895-3907	0.0905202693358
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:4118-4153	Holcombe Burnell	eng-NG-31-127096-9196569:4118-4133	0.339778944617
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:4033-4153	Huntspill	eng-NG-31-127096-9196569:4033-4041	0.534621887455
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	AFP_ENG_20091022.0309:1166-1192	Keeling	AFP_ENG_20091022.0309:1166-1172	0.666038333134
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:3978-4127	Over Weare	eng-NG-31-127096-9196569:3978-3987	0.640154818767
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:3782-3931	Seymour	eng-NG-31-127096-9196569:3782-3788	0.493282163875
CS14_ENG_034	gpe:deaths_in_stateorprovince	test0	eng-NG-31-127096-9196569:4047-4153	Winford Bosinge	eng-NG-31-127096-9196569:4047-4061	0.418483700618
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20090710.0113:961-986	Amama Mbabazi	XIN_ENG_20090710.0113:988-1000	0.988572881888
CS14_ENG_037	gpe:residents_of_country	test0	CNA_ENG_20090727.0020:1967-1983,CNA_ENG_20090727.0020:1967-2003,CNA_ENG_20100727.0002:1970-1986,CNA_ENG_20100727.0002:1970-2006	Apollo Milton Obote	CNA_ENG_20100727.0002:1988-2006	0.519018845231
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100701.0159:2072-2118	Edith Mwanje	XIN_ENG_20100701.0159:2072-2083	0.821099272084
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20091006.0345:387-434,AFP_ENG_20091006.0345:408-434	Elly Womanya	AFP_ENG_20091006.0345:387-398	0.228177836579
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20091126.0132:656-681	Felix Kulayigye	XIN_ENG_20091126.0132:639-653	0.331119538548
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20101019.0537:1649-1697,APW_ENG_20101019.0537:1662-1697	Frank Mugisha	APW_ENG_20101019.0537:1643-1655	0.68471062226
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20101019.0537:1643-1697,APW_ENG_20101019.0537:1662-1697	Frank Mugisha	APW_ENG_20101019.0537:1643-1655	0.00109360264139
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20091006.0558:534-562,APW_ENG_20100712.0217:692-731	Fred Opolot	APW_ENG_20100712.0217:721-731	0.428111558359
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100210.0195:3277-3294	Frederick Balagadde	AFP_ENG_20100210.0195:3250-3268	0.668780780062
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100514.0209:1135-1157	Geoffrey Okanga	AFP_ENG_20100514.0209:1143-1157	0.025117269659
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20100323.0627:260-308	Gideon Byamugisha	APW_ENG_20100323.0627:260-276	0.601717887862
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20100323.0509:391-408,APW_ENG_20100323.0627:394-411,APW_ENG_20100323.0912:812-829	Gideon Byamugisha	APW_ENG_20100323.0627:363-379	0.787482002102
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100824.0373:514-551	Gilbert Bukenya	XIN_ENG_20100824.0373:537-551	0.362152807763
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20100713.0032:512-529	Henn	APW_ENG_20100713.0032:526-529	0.0496479735485
CS14_ENG_037	gpe:residents_of_country	test0	CNA_ENG_20090727.0020:1578-1594,CNA_ENG_20100727.0002:1581-1597,eng-NG-31-138596-9810690:1457-1481	Idi Amin	CNA_ENG_20090727.0020:1578-1585	0.365121966647
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100110.0094:925-952	John Napaja	XIN_ENG_20100110.0094:942-952	0.379044240461
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100317.0249:3502-3522	Kale Kayihura	AFP_ENG_20100317.0249:3539-3551	0.972915557983
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100419.0309:1576-1608,AFP_ENG_20100419.0309:1595-1608	Kizza Besigye	AFP_ENG_20100419.0309:1576-1588	0.80587076638
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100727.0344:1935-2053	Kusuro	XIN_ENG_20100727.0344:2048-2053	0.244729559016
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100424.0151:1375-1385	Mahmoud Ahmadinejad	AFP_ENG_20100424.0151:204-222	0.485173486293
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100519.0029:1582-1629	Mahmoud Mohieddin	XIN_ENG_20100519.0029:1582-1598	0.654853946675
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100303.0156:283-301	Michael Wabomba	XIN_ENG_20100303.0156:219-233	0.873301845228
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20101011.0645:698-725	Moses Ndiema Kipsiro	APW_ENG_20101011.0645:698-717	0.56768183165
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20090630.0180:402-424,XIN_ENG_20090630.0180:411-424	Musa Ecweru	XIN_ENG_20090630.0180:389-399	0.753694061685
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20090630.0180:402-424	Musa Ecweru	XIN_ENG_20090630.0180:389-399	0.30680851349
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20100713.0032:615-632,APW_ENG_20100713.0075:615-632	Nate Henn	APW_ENG_20100713.0032:426-434	0.552918961239
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100219.0089:2649-2675	Nathan Mugisha	XIN_ENG_20100219.0089:2649-2662	0.770016359531
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20091126.0132:790-872	Nicholas Bwakira	XIN_ENG_20091126.0132:790-805	0.0568971111319
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100301.0070:518-538	Patrick Guma	AFP_ENG_20100301.0070:527-538	0.931738070417
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20090706.1338:446-484,APW_ENG_20090707.0030:395-433	Ruhakana Rugunda	APW_ENG_20090706.1338:469-484	0.823712251394
CS14_ENG_037	gpe:residents_of_country	test0	APW_ENG_20100712.0217:4048-4178	Sheik Yusuf Sheik Issa	APW_ENG_20100712.0217:4048-4069	0.541161715178
CS14_ENG_037	gpe:residents_of_country	test0	XIN_ENG_20100628.0176:1725-1749,XIN_ENG_20101124.0168:1128-1144	Syda Bbumba	XIN_ENG_20101124.0168:1115-1125	0.650936144846
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100805.0485:455-480	Timothy Kalegyira	AFP_ENG_20100805.0485:377-393	0.672909764382
CS14_ENG_037	gpe:residents_of_country	test0	AFP_ENG_20100412.0439:186-202,XIN_ENG_20090827.0160:1655-1671,XIN_ENG_20090915.0172:226-242,XIN_ENG_20100714.0140:219-235	Yoweri Museveni	XIN_ENG_20090827.0160:1673-1687	0.416791107476
CS14_ENG_038	org:employees_or_members	test0	APW_ENG_20101209.0854:1938-2061,WPB_ENG_20101209.0087:4196-4302	Brenda Starr	APW_ENG_20101209.0854:249-260	0.638193394712
CS14_ENG_038	org:employees_or_members	test0	WPB_ENG_20101209.0087:4196-4302	Brenda Starr	WPB_ENG_20101209.0087:305-316	0.547166845216
CS14_ENG_038	org:employees_or_members	test0	LTW_ENG_20091002.0112:2480-2530,LTW_ENG_20091002.0112:2496-2530	David Williams	LTW_ENG_20091002.0112:2480-2493	0.427885467111
CS14_ENG_038	org:employees_or_members	test0	LTW_ENG_20091002.0112:2496-2530	David Williams	LTW_ENG_20091002.0112:2480-2493	0.438914172386
CS14_ENG_038	org:employees_or_members	test0	bolt-eng-DF-170-181125-9117856:5318-5356	Kathleen Parker	bolt-eng-DF-170-181125-9117856:5318-5332	0.814019071286
CS14_ENG_038	org:employees_or_members	test0	eng-NG-31-113098-9050951:5869-5900	Robert C. Koehler	eng-NG-31-113098-9050951:467-483	0.544195803446
CS14_ENG_038	org:employees_or_members	test0	bolt-eng-DF-199-192783-6880723:63249-63346	Robert Koehler	bolt-eng-DF-199-192783-6880723:63249-63262	0.777019041175
CS14_ENG_038	org:employees_or_members	test0	WPB_ENG_20100513.0094:825-844	Steve Tippie	WPB_ENG_20100513.0094:811-822	0.681917002363
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:2296-2328	District of Columbia	NYT_ENG_20100621.0143:2309-2328	0.335208365188
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:139-284,NYT_ENG_20100621.0143:286-339	Kansas City Star	NYT_ENG_20100621.0143:324-339	0.958456580657
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:354-379	Knight Ridder	NYT_ENG_20100621.0143:367-379	0.951022939458
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:261-379,NYT_ENG_20100621.0143:354-379	Knight Ridder	NYT_ENG_20100621.0143:367-379	0.870368048289
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:2371-2390	New York Times	NYT_ENG_20100621.0143:143-156	0.556191809948
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:1350-1368,NYT_ENG_20100621.0143:2371-2390	New York Times	NYT_ENG_20100621.0143:143-156	0.203549209414
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:139-284,NYT_ENG_20100621.0143:286-406	New York Times	NYT_ENG_20100621.0143:143-156	0.58067540582
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:1311-1369	The Times	NYT_ENG_20100621.0143:806-814	0.273095056814
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:261-289	The Washington Post	NYT_ENG_20100621.0143:271-289	0.247910229465
CS14_ENG_039	per:employee_or_member_of	test0	NYT_ENG_20100621.0143:139-284,NYT_ENG_20100621.0143:286-289	Washington Post	NYT_ENG_20100621.0143:275-289	0.649687171507
CS14_ENG_040	org:subsidiaries	test0	bolt-eng-DF-199-192783-6863358:4925-5033	Silicon Valley Community Newspapers	bolt-eng-DF-199-192783-6863358:4999-5033	0.384111928631
CS14_ENG_040	org:subsidiaries	test0	eng-WL-11-99176-9829084:3180-3281	SJ Mercury News	eng-WL-11-99176-9829084:3190-3204	0.369710035225
CS14_ENG_041	per:organizations_founded	test0	bolt-eng-DF-212-191668-3067618:2103-2239,bolt-eng-DF-212-191668-3067618:2242-2276	Align Technology Inc.	bolt-eng-DF-212-191668-3067618:2256-2276	0.392801548598
CS14_ENG_041	per:organizations_founded	test0	bolt-eng-DF-212-191668-3067618:1240-1250,bolt-eng-DF-212-191668-3067618:1240-1270,bolt-eng-DF-212-191668-3067618:1253-1270	Resource Group	bolt-eng-DF-212-191668-3067618:725-738	0.646935720431
CS14_ENG_042	org:top_members_employees	test0	NYT_ENG_20090806.0148:170-312	Barack Obama	NYT_ENG_20090806.0148:180-191	0.37587456826
CS14_ENG_042	org:top_members_employees	test0	eng-NG-31-127453-9229089:1324-1337	Barbara Ciara	eng-NG-31-127453-9229089:1339-1351	0.698769829913
CS14_ENG_042	org:top_members_employees	test0	eng-NG-31-127453-9229089:1263-1375	Barbara Ciara	eng-NG-31-127453-9229089:1339-1351	0.328122393827
CS14_ENG_042	org:top_members_employees	test0	bolt-eng-DF-199-192783-6868064:7844-7923	Bryan Monroe	bolt-eng-DF-199-192783-6868064:7844-7855	0.35460971694
CS14_ENG_042	org:top_members_employees	test0	bolt-eng-DF-170-181122-8801637:6067-6111,bolt-eng-DF-170-181122-8801637:6067-6139,bolt-eng-DF-170-181122-8801637:6136-6139	Don Imus	bolt-eng-DF-170-181122-8801637:655-662	0.680590356767
CS14_ENG_042	org:top_members_employees	test0	APW_ENG_20100508.0008:4678-4686,APW_ENG_20100508.0008:4678-4738	O. Ricardo Pimentel	APW_ENG_20100508.0008:4657-4675	0.675098154211
CS14_ENG_042	org:top_members_employees	test0	APW_ENG_20100801.0030:355-462,APW_ENG_20100801.0055:358-485	Spike Lee	APW_ENG_20100801.0030:58-66	0.086747921786
CS14_ENG_043	gpe:residents_of_city	test0	NYT_ENG_20090828.0185:1880-1975	Elizabeth Smart	NYT_ENG_20090828.0185:1928-1942	0.31600045316
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-126841-9161659:1711-1822	Cecilia Munoz	eng-NG-31-126841-9161659:1766-1778	0.748689808323
CS14_ENG_045	org:employees_or_members	test0	bolt-eng-DF-170-181103-8902794:936-960,eng-NG-31-141958-8677084:2979-3049,eng-NG-31-141958-8677084:3006-3049,eng-NG-31-147907-10554401:12731-12774	Cecilia Munoz	eng-NG-31-141958-8677084:2979-2991	0.964697420542
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-141958-8677084:2979-3049,eng-NG-31-141958-8677084:3006-3049,eng-NG-31-147907-10554401:12704-12774,eng-NG-31-147907-10554401:12731-12774	Cecilia Munoz	eng-NG-31-141958-8677084:2979-2991	0.767323379362
CS14_ENG_045	org:employees_or_members	test0	bolt-eng-DF-170-181103-8902794:936-960,eng-NG-31-141958-8677084:2979-3049,eng-NG-31-141958-8677084:3006-3049,eng-NG-31-147907-10554401:12731-12774	Cecilia Munoz	eng-NG-31-141958-8677084:2979-2991	0.387288190686
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-141958-8677084:2906-3050,eng-NG-31-147907-10554401:12719-12774	Cecilia Munoz	eng-NG-31-147907-10554401:12704-12716	0.370683844969
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-147907-10554401:12704-12774	Cecilia Munoz	eng-NG-31-147907-10554401:12704-12716	0.336698881262
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20100131.0009:3108-3159,NYT_ENG_20101015.0021:2589-2646,WPB_ENG_20100611.0054:5000-5095,WPB_ENG_20100611.0054:5019-5095	Clarissa Martinez	NYT_ENG_20100131.0009:3108-3124	0.65967351933
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20100131.0009:3108-3159,NYT_ENG_20101015.0021:2589-2646,WPB_ENG_20100611.0054:5000-5095,WPB_ENG_20100611.0054:5019-5095	Clarissa Martinez	NYT_ENG_20100131.0009:3108-3124	0.737633634485
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20100131.0009:3044-3160	Clarissa Martinez	NYT_ENG_20100131.0009:3108-3124	0.86101343982
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20100131.0009:3044-3160,NYT_ENG_20101015.0021:2589-2646,WPB_ENG_20100611.0054:5019-5095	Clarissa Martinez	NYT_ENG_20101015.0021:2570-2586	0.587217922723
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20101015.0021:2504-2652	Clarissa Martinez	NYT_ENG_20101015.0021:2570-2586	0.969719804804
CS14_ENG_045	org:employees_or_members	test0	WPB_ENG_20100611.0054:5000-5016,WPB_ENG_20100611.0054:5000-5095,WPB_ENG_20100611.0054:5069-5095	Clarissa Martinez	WPB_ENG_20100611.0054:5000-5016	0.382476403525
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100312.0052:3564-3674,WPB_ENG_20100512.0079:2634-2720,eng-NG-31-127453-12066903:1556-1639,eng-NG-31-127453-12066903:1597-1639	Clarissa Martinez De Castro	WPB_ENG_20100512.0079:2634-2660	0.675378580922
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100312.0052:3593-3674,WPB_ENG_20100512.0079:2663-2720	Clarissa Martinez De Castro	WPB_ENG_20100512.0079:2634-2660	0.546100892635
CS14_ENG_045	org:employees_or_members	test0	WPB_ENG_20100512.0079:2634-2660,WPB_ENG_20100512.0079:2634-2720,WPB_ENG_20100512.0079:2717-2720	Clarissa Martinez De Castro	WPB_ENG_20100512.0079:2634-2660	0.827196255054
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-127453-12066903:1585-1709	Clarissa Martinez De Castro	eng-NG-31-127453-12066903:1556-1582	0.447791897474
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20101104.0146:5726-5752,APW_ENG_20101104.0146:5726-5782,APW_ENG_20101104.0146:5726-5782	Eric Rodriguez	APW_ENG_20101104.0146:5769-5782	0.844160565686
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20101104.0146:5726-5849	Eric Rodriguez	APW_ENG_20101104.0146:5769-5782	0.78692652792
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20101104.0146:5726-5849	Eric Rodriguez	APW_ENG_20101104.0146:5769-5782	0.820580740026
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20100506.0110:891-903,NYT_ENG_20100506.0110:891-926,NYT_ENG_20100506.0110:923-926	Janet Murguia	NYT_ENG_20100506.0110:891-903	0.316575417646
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20100926.0083:4596-4635	Janet Murguia	NYT_ENG_20100926.0083:4581-4593	0.741040423732
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20090604.0007:2963-3014,eng-NG-31-142685-8718201:1948-1999	Janet Murguia	eng-NG-31-142685-8718201:1758-1770	0.544142741002
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-142685-8718201:1896-2029	Janet Murguía	eng-NG-31-142685-8718201:1896-1908	0.325433446698
CS14_ENG_045	org:employees_or_members	test0	WPB_ENG_20100215.0067:643-655,WPB_ENG_20100215.0067:643-741,WPB_ENG_20100215.0067:711-741	Janis Bowdler	WPB_ENG_20100215.0067:643-655	0.160772443932
CS14_ENG_045	org:employees_or_members	test0	WPB_ENG_20100215.0067:575-723	Janis Bowdler	WPB_ENG_20100215.0067:643-655	0.501590377405
CS14_ENG_045	org:employees_or_members	test0	WPB_ENG_20100720.0077:5795-5842	Janis Bowdler	WPB_ENG_20100720.0077:5795-5807	0.846322957693
CS14_ENG_045	org:employees_or_members	test0	WPB_ENG_20100720.0077:5727-5874	Janis Bowdler	WPB_ENG_20100720.0077:5795-5807	0.647002175333
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20091115.0004:1408-1488,NYT_ENG_20091115.0004:1433-1488	Jennifer Ng&apos;andu	NYT_ENG_20091115.0004:1408-1423	0.966916035154
CS14_ENG_045	org:employees_or_members	test0	LTW_ENG_20091007.0083:3842-3892	Jennifer Ng'andu	LTW_ENG_20091007.0083:3842-3857	0.378473051098
CS14_ENG_045	org:employees_or_members	test0	LTW_ENG_20091007.0083:3842-3924	Jennifer Ng'andu	LTW_ENG_20091007.0083:3842-3857	0.922934715963
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20090827.0039:1963-2022	John Sweeney	NYT_ENG_20090827.0039:1704-1715	0.395280725492
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20090827.0039:1959-2022	John Sweeney	NYT_ENG_20090827.0039:1704-1715	0.146285247214
CS14_ENG_045	org:employees_or_members	test0	WPB_ENG_20100319.0077:2837-2845	Jorge-Mario Cabrera	WPB_ENG_20100319.0077:1939-1957	0.119606589777
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100409.0706:1391-1458,APW_ENG_20100409.0706:1414-1458,APW_ENG_20100520.1237:2420-2463	Lisa Navarrete	APW_ENG_20100409.0706:1391-1404	0.633859981046
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100409.0706:1391-1458,APW_ENG_20100409.0706:1414-1458,APW_ENG_20100520.1237:2399-2463,APW_ENG_20100520.1237:2420-2463	Lisa Navarrete	APW_ENG_20100409.0706:1391-1404	0.491358524647
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100409.0706:1391-1458,APW_ENG_20100409.0706:1414-1458,APW_ENG_20100520.1237:2420-2463	Lisa Navarrete	APW_ENG_20100409.0706:1391-1404	0.994812070871
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100409.0706:1391-1502,APW_ENG_20100520.1237:2415-2463	Lisa Navarrete	APW_ENG_20100409.0706:1391-1404	0.7622603939
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100520.1237:2399-2464,APW_ENG_20100520.1237:2399-2464,APW_ENG_20100520.1237:2433-2463	Lisa Navarrete	APW_ENG_20100520.1237:2399-2412	0.739151889859
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100520.1237:2399-2479	Lisa Navarrete	APW_ENG_20100520.1237:2399-2412	0.344524131005
CS14_ENG_045	org:employees_or_members	test0	APW_ENG_20100312.0052:3564-3655	Martinez de Castro	APW_ENG_20100312.0052:3573-3590	0.94478103156
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20100427.0230:1364-1388	Patricia Foxen	NYT_ENG_20100427.0230:1364-1377	0.589186304448
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20101004.0044:2043-2114,NYT_ENG_20101004.0044:2063-2114	Raul Yzaguirre	NYT_ENG_20101004.0044:468-481	0.406207678264
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20101004.0044:2032-2114	Raul Yzaguirre	NYT_ENG_20101004.0044:468-481	0.390059482132
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20101004.0044:2021-2029,NYT_ENG_20101004.0044:2021-2114,NYT_ENG_20101004.0044:2084-2114	Raul Yzaguirre	NYT_ENG_20101004.0044:468-481	0.662025587161
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-142687-8719348:1162-1199	Raul Yzaguirre	eng-NG-31-142687-8719348:1124-1137	0.392250745379
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-142687-8719348:1124-1205	Raul Yzaguirre	eng-NG-31-142687-8719348:1124-1137	0.728599070438
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-128483-8350874:435-584	Ruben Hinojosa	eng-NG-31-128483-8350874:503-516	0.679775780833
CS14_ENG_045	org:employees_or_members	test0	eng-NG-31-142685-8718470:402-533	Session H. R. 1999	eng-NG-31-142685-8718470:406-423	0.314481966715
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20090601.0198:1688-1728	Sonia Sotomayor	NYT_ENG_20090601.0198:212-226	0.387638046429
CS14_ENG_045	org:employees_or_members	test0	AFP_ENG_20090805.0155:2099-2137,AFP_ENG_20090805.0155:2111-2143,AFP_ENG_20090805.0155:2140-2178,NYT_ENG_20090601.0198:1688-1728	Sonia Sotomayor	NYT_ENG_20090601.0198:212-226	0.601501520097
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20090601.0198:1688-1728	Sonia Sotomayor	NYT_ENG_20090601.0198:212-226	0.795339754578
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20090601.0198:1673-1769	Sotomayor	NYT_ENG_20090601.0198:1673-1681	0.632155635847
CS14_ENG_045	org:employees_or_members	test0	NYT_ENG_20101004.0044:2259-2400	Yzaguirre	NYT_ENG_20101004.0044:2293-2301	0.277092870608
CS14_ENG_046	org:students	test0	eng-NG-31-126851-8229166:7789-7856	Robert Renix	eng-NG-31-126851-8229166:604-615	0.448333766027
CS14_ENG_047	org:top_members_employees	test0	WPB_ENG_20100326.0049:668-707	Bob Bixby	WPB_ENG_20100326.0049:668-676	0.360437764798
CS14_ENG_047	org:top_members_employees	test0	LTW_ENG_20091019.0012:417-456,LTW_ENG_20091019.0012:417-456	DIANE LIM ROGERS	LTW_ENG_20091019.0012:391-406	0.432076643525
CS14_ENG_047	org:top_members_employees	test0	LTW_ENG_20091019.0012:391-406,LTW_ENG_20091019.0012:417-456	DIANE LIM ROGERS	LTW_ENG_20091019.0012:391-406	0.156042173561
CS14_ENG_047	org:top_members_employees	test0	WPB_ENG_20100110.0001:3451-3479	Peter G. Peterson	WPB_ENG_20100110.0001:1087-1103	0.281081860828
CS14_ENG_047	org:top_members_employees	test0	APW_ENG_20090820.0223:1577-1588,APW_ENG_20090820.0223:1577-1664,APW_ENG_20090820.0223:1648-1664	Robert Bixby	APW_ENG_20090820.0223:1577-1588	0.395773769211
