CS14_ENG_001	per:holds_shares_in	test1	LTW_ENG_20090603.0052:438-491	Democratic National Committee	LTW_ENG_20090603.0052:438-466	0.354159492703
CS14_ENG_002	gpe:births_in_city	test1	NYT_ENG_20100119.0121:5256-5288	Robert Brown Parker	NYT_ENG_20100119.0121:4834-4852	0.345856855923
CS14_ENG_002	gpe:births_in_city	test1	WPB_ENG_20100119.0076:2852-2910	Robert Brown Parker	WPB_ENG_20100119.0076:2852-2870	0.406385544192
CS14_ENG_002	gpe:births_in_city	test1	NYT_ENG_20100119.0121:5256-5281,WPB_ENG_20100119.0076:3017-3075	Robert Brown Parker	WPB_ENG_20100119.0076:3017-3035	0.713593134448
CS14_ENG_002	gpe:births_in_city	test1	WPB_ENG_20100119.0076:3017-3035,WPB_ENG_20100119.0076:3017-3075,WPB_ENG_20100119.0076:3065-3075	Robert Brown Parker	WPB_ENG_20100119.0076:3017-3035	0.826486336009
CS14_ENG_002	gpe:births_in_city	test1	WPB_ENG_20100119.0076:3017-3134	Robert Brown Parker	WPB_ENG_20100119.0076:3017-3035	0.98073865236
CS14_ENG_003	per:other_family	test1	APW_ENG_20101123.0067:291-434,APW_ENG_20101123.0067:436-447	George Hickenlooper	APW_ENG_20101123.0067:234-252	0.657137647146
CS14_ENG_003	per:other_family	test1	NYT_ENG_20101103.0024:793-802	George Hickenlooper	NYT_ENG_20101103.0024:815-833	0.787584851583
CS14_ENG_003	per:other_family	test1	NYT_ENG_20101103.0024:705-834	George Hickenlooper	NYT_ENG_20101103.0024:815-833	0.609676122312
CS14_ENG_004	org:subsidiaries	test1	XIN_ENG_20100107.0273:1861-1898	E Ink Corporation	XIN_ENG_20100107.0273:1840-1856	0.651820401976
CS14_ENG_004	org:subsidiaries	test1	XIN_ENG_20100107.0273:1787-1922	E Ink Corporation	XIN_ENG_20100107.0273:1840-1856	0.808823286996
CS14_ENG_004	org:subsidiaries	test1	NYT_ENG_20090922.0170:4478-4625	eInk	NYT_ENG_20090922.0170:4550-4553	0.484836136681
CS14_ENG_004	org:subsidiaries	test1	NYT_ENG_20090922.0170:4477-4625	eInk	NYT_ENG_20090922.0170:4550-4553	0.602662491736
CS14_ENG_005	org:employees_or_members	test1	XIN_ENG_20100712.0093:1775-1904,XIN_ENG_20100712.0093:2922-2999,XIN_ENG_20100712.0093:3062-3173	Sadakazu Tanigaki	XIN_ENG_20100712.0093:1786-1802	0.18216722778
CS14_ENG_005	org:employees_or_members	test1	XIN_ENG_20090925.0103:2490-2523	Taro Kono	XIN_ENG_20090925.0103:372-380	0.908711635913
CS14_ENG_005	org:employees_or_members	test1	XIN_ENG_20100204.0103:1840-1917	Tomohiro Ishikawa	XIN_ENG_20100204.0103:604-620	0.703624269537
CS14_ENG_005	org:employees_or_members	test1	XIN_ENG_20100712.0093:2922-2999,XIN_ENG_20100712.0093:3062-3173,XIN_ENG_20100712.0093:3813-3828,XIN_ENG_20100712.0093:3897-3975	Yoshimi Watanabe	XIN_ENG_20100712.0093:3813-3828	0.590448608956
CS14_ENG_006	org:top_members_employees	test1	NYT_ENG_20091203.0060:531-680	Chad Smith	NYT_ENG_20091203.0060:601-610	0.431044616416
CS14_ENG_006	org:top_members_employees	test1	NYT_ENG_20091203.0060:532-679	Chad Smith	NYT_ENG_20091203.0060:601-610	0.859981771939
CS14_ENG_006	org:top_members_employees	test1	APW_ENG_20090626.0140:1006-1154	Dudamel	APW_ENG_20090626.0140:1077-1083	0.131289731793
CS14_ENG_006	org:top_members_employees	test1	LTW_ENG_20091119.0253:1198-1312	Ed Yim	LTW_ENG_20091119.0253:1236-1241	0.860406222098
CS14_ENG_006	org:top_members_employees	test1	NYT_ENG_20100615.0171:139-221	Ernest Fleischmann	NYT_ENG_20100615.0171:139-156	0.641228716943
CS14_ENG_006	org:top_members_employees	test1	NYT_ENG_20100617.0207:3257-3385	Ernest Fleischmann	NYT_ENG_20100617.0207:3302-3319	0.792040929432
CS14_ENG_006	org:top_members_employees	test1	LTW_ENG_20091224.0019:1716-1786	Gustavo Dudamel	LTW_ENG_20091224.0019:1716-1730	0.811609394702
CS14_ENG_006	org:top_members_employees	test1	LTW_ENG_20091224.0019:1801-1914	Gustavo Dudamel	LTW_ENG_20091224.0019:1833-1847	0.810033648087
CS14_ENG_006	org:top_members_employees	test1	APW_ENG_20090804.1088:210-338	Herbie Hancock	APW_ENG_20090804.1088:58-71	0.44331407563
CS14_ENG_007	per:top_member_employee_of	test1	APW_ENG_20091028.1067:93-96,APW_ENG_20091028.1067:175-321	Berlin Philharmonic	APW_ENG_20091028.1067:179-197	0.97149078935
CS14_ENG_007	per:top_member_employee_of	test1	WPB_ENG_20101124.0071:299-400	Berlin Philharmonic	WPB_ENG_20101124.0071:364-382	0.854268929035
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20101013.0051:3146-3293	Adam Levitin	WPB_ENG_20101013.0051:3214-3225	0.795782280144
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20101013.0051:3145-3293	Adam Levitin	WPB_ENG_20101013.0051:3214-3225	0.430412759688
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20101013.0051:3146-3293	Adam Levitin	WPB_ENG_20101013.0051:3214-3225	0.867039059523
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100226.0073:745-778	Alice Rivlin	WPB_ENG_20100226.0073:528-539	0.691182875417
CS14_ENG_008	org:employees_or_members	test1	APW_ENG_20101104.0571:897-935	Alvaro Uribe	APW_ENG_20101104.0571:216-227	0.558977375335
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100413.0052:3325-3358,WPB_ENG_20100413.0053:3326-3359	Andrew Natsios	WPB_ENG_20100413.0053:3253-3266	0.457073492083
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20091205.0038:2741-2784	Anthony Clark Arend	LTW_ENG_20091205.0038:2741-2759	0.860129650065
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20091205.0038:2886-2904,LTW_ENG_20091205.0038:2886-2929,LTW_ENG_20091205.0038:2909-2929	Anthony Clark Arend	LTW_ENG_20091205.0038:2886-2904	0.950582681494
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20091205.0038:2837-2970	Anthony Clark Arend	LTW_ENG_20091205.0038:2886-2904	0.659038818151
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20100118.0731:2949-3034	Asoka Bandarage	AFP_ENG_20100118.0731:2953-2967	0.839502733567
CS14_ENG_008	org:employees_or_members	test1	eng-NG-31-131436-9403128:1239-1280	B. Lindsay Lowell	eng-NG-31-131436-9403128:1239-1255	0.823097473303
CS14_ENG_008	org:employees_or_members	test1	eng-NG-31-131436-9403128:1391-1432	B. Lindsay Lowell	eng-NG-31-131436-9403128:1391-1407	0.849030544227
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20091210.0027:3671-3787	Bruce Hoffman	AFP_ENG_20091210.0027:3715-3727	0.60195059172
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20091210.0027:3715-3772,AFP_ENG_20091229.0566:3247-3304,AFP_ENG_20091231.0056:3503-3543,NYT_ENG_20100712.0160:2436-2504	Bruce Hoffman	AFP_ENG_20091231.0056:3503-3515	0.969896514795
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20100612.0483:3484-3562	Catharin Dalpino	AFP_ENG_20100612.0483:3484-3499	0.56478011509
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20100612.0483:3720-3801	Catharin Dalpino	AFP_ENG_20100612.0483:3720-3735	0.312186588988
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100314.0017:2444-2453,WPB_ENG_20100314.0017:2444-2481,WPB_ENG_20100314.0017:2444-2481	Catherine Schilling	WPB_ENG_20100314.0017:2463-2481	0.469759934879
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20090604.0045:1851-1949	Cha	AFP_ENG_20090604.0045:1895-1897	0.0234464249078
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20091126.0111:2682-2741	Christine Fair	LTW_ENG_20091126.0111:2682-2695	0.773220213387
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20090629.0006:1194-1217	Dahlgren Chapel	LTW_ENG_20090629.0006:1203-1217	0.0985638729755
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100106.0036:1012-1089	Dan Byman	WPB_ENG_20100106.0036:1001-1009	0.737275611954
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100106.0036:944-1079	Dan Byman	WPB_ENG_20100106.0036:1001-1009	0.840313671631
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100730.0071:1691-1704,WPB_ENG_20100730.0071:1691-1746,WPB_ENG_20100730.0071:1726-1746	Daniel Tarullo	WPB_ENG_20100730.0071:1691-1704	0.634385150892
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100730.0071:1677-1771	Daniel Tarullo	WPB_ENG_20100730.0071:1691-1704	0.766072058798
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100730.0071:1677-1771	Daniel Tarullo	WPB_ENG_20100730.0071:1691-1704	0.880320477931
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20090905.0030:3043-3077	David Cole	AFP_ENG_20090905.0030:3029-3038	0.730029843934
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20090905.0030:3029-3038,AFP_ENG_20090905.0030:3029-3063,AFP_ENG_20090905.0030:3043-3063	David Cole	AFP_ENG_20090905.0030:3029-3038	0.994656613539
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20090905.0030:3029-3107	David Cole	AFP_ENG_20090905.0030:3029-3038	0.544148346263
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20101116.0118:3591-3674	David I. Steinberg	NYT_ENG_20101116.0118:3569-3586	0.425719861024
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20101116.0118:3504-3651	David I. Steinberg	NYT_ENG_20101116.0118:3569-3586	0.785737986534
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20101105.0431:2326-2383	David Steinberg	AFP_ENG_20101105.0431:2326-2340	0.360985763289
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20101105.0431:2506-2563,AFP_ENG_20101105.0431:2533-2563	David Steinberg	AFP_ENG_20101105.0431:2506-2520	0.892135016012
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20101105.0431:2439-2585	David Steinberg	AFP_ENG_20101105.0431:2506-2520	0.712299065175
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100524.0063:2674-2730	Deborah Tannen	WPB_ENG_20100524.0063:2717-2730	0.606131715221
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20091121.0006:5074-5195,LTW_ENG_20091121.0006:5134-5195	Douglas Kamerow	LTW_ENG_20091121.0006:5010-5024	0.543095455095
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20100927.0108:3994-4042	Dr. Maxwell Gregg Bloche	NYT_ENG_20100927.0108:3994-4017	0.678606364321
CS14_ENG_008	org:employees_or_members	test1	bolt-eng-DF-200-192448-6197997:8692-8751	Father Walsh	bolt-eng-DF-200-192448-6197997:8692-8703	0.553564409916
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100218.0002:3781-3928	Frank Ambrosio	WPB_ENG_20100218.0002:3848-3861	0.518166210592
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100218.0002:3781-3928	Frank Ambrosio	WPB_ENG_20100218.0002:3848-3861	0.670071649092
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20100318.0701:3746-3776,AFP_ENG_20100318.0701:3746-3850,AFP_ENG_20100318.0701:3830-3850	George W. Bush	AFP_ENG_20100318.0701:3763-3776	0.53674415643
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100413.0052:3096-3186	George W. Bush	WPB_ENG_20100413.0052:3096-3109	0.534265914496
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100413.0052:3200-3349	George W. Bush	WPB_ENG_20100413.0052:3268-3281	0.448927256152
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100413.0052:3201-3348	George W. Bush	WPB_ENG_20100413.0052:3268-3281	0.279178048206
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20100913.0017:969-1033	Gottemoeller	AFP_ENG_20100913.0017:969-980	0.274414306362
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20090704.0057:1918-1976	Harry J. Holzer	NYT_ENG_20090704.0057:1918-1932	0.367586455683
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20100514.0153:4002-4097	James Angel	NYT_ENG_20100514.0153:4002-4012	0.425560218858
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20100514.0153:4127-4275	James Angel	NYT_ENG_20100514.0153:4196-4206	0.763492063392
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20090813.0105:2514-2531,NYT_ENG_20090813.0105:2514-2593,NYT_ENG_20090813.0105:2573-2593	James V. Feinerman	NYT_ENG_20090813.0105:2514-2531	0.429784787464
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20090813.0105:2464-2596	James V. Feinerman	NYT_ENG_20090813.0105:2514-2531	0.490466675285
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20090813.0105:2464-2597	James V. Feinerman	NYT_ENG_20090813.0105:2514-2531	0.337078542985
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20101017.0036:1618-1689,NYT_ENG_20101017.0036:1656-1689	Jay Lorenz	NYT_ENG_20101017.0036:1618-1627	0.345170721533
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100512.0026:2478-2594	John	WPB_ENG_20100512.0026:2517-2520	0.368481914953
CS14_ENG_008	org:employees_or_members	test1	bolt-eng-DF-212-191666-3019755:328775-328844,bolt-eng-DF-212-191666-3019755:328792-328844	John Esposito	bolt-eng-DF-212-191666-3019755:328775-328787	0.633189852932
CS14_ENG_008	org:employees_or_members	test1	bolt-eng-DF-212-191666-3019755:328775-328787,bolt-eng-DF-212-191666-3019755:328775-328845,bolt-eng-DF-212-191666-3019755:328824-328845	John Esposito	bolt-eng-DF-212-191666-3019755:328775-328787	0.741857582561
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100812.0012:5542-5575	Juan Manuel Santos	WPB_ENG_20100812.0012:238-255	0.47642366135
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20090705.0020:1602-1636	Judy Feder	LTW_ENG_20090705.0020:1602-1611	0.718787970898
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20090705.0020:1733-1742,LTW_ENG_20090705.0020:1733-1767,LTW_ENG_20090705.0020:1747-1767	Judy Feder	LTW_ENG_20090705.0020:1733-1742	0.978221758826
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20090705.0020:1666-1811	Judy Feder	LTW_ENG_20090705.0020:1733-1742	0.341331208802
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20091029.0015:507-577	Laura Anderko	LTW_ENG_20091029.0015:507-519	0.619982844392
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20091029.0015:528-676	Laura Anderko	LTW_ENG_20091029.0015:596-608	0.971627026151
CS14_ENG_008	org:employees_or_members	test1	CNA_ENG_20091112.0022:4418-4451	Lin Chong -pin	CNA_ENG_20091112.0022:68-80	0.408152702933
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20100927.0108:4174-4261	Maxwell Gregg Bloche	NYT_ENG_20100927.0108:4178-4197	0.989756387947
CS14_ENG_008	org:employees_or_members	test1	eng-NG-31-142524-10063825:2100-2249	Miriam Isaacs	eng-NG-31-142524-10063825:2604-2616	0.103756171345
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20090913.0040:5374-5408,LTW_ENG_20090913.0040:5388-5422	Nan Hunter	LTW_ENG_20090913.0040:5374-5383	0.746149525608
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20090913.0040:5305-5452	Nan Hunter	LTW_ENG_20090913.0040:5374-5383	0.409692255484
CS14_ENG_008	org:employees_or_members	test1	APW_ENG_20100727.0627:5868-5873,APW_ENG_20100727.0627:5868-5915,APW_ENG_20100727.0627:5895-5915	Paul Pillar	APW_ENG_20100727.0627:5581-5591	0.778006472307
CS14_ENG_008	org:employees_or_members	test1	XIN_ENG_20091025.0106:4081-4158	Paul Pillar	XIN_ENG_20091025.0106:4081-4091	0.630161165311
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100308.0088:6271-6352	Phillip Swagel	WPB_ENG_20100308.0088:6271-6284	0.863517068301
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20100330.0059:4157-4194	Randy Barnett	NYT_ENG_20100330.0059:4157-4169	0.618617034257
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20100330.0059:4358-4410,NYT_ENG_20100330.0059:4358-4410,NYT_ENG_20100330.0059:4375-4395	Randy Barnett	NYT_ENG_20100330.0059:4358-4370	0.465712863777
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100419.0035:4822-4959	Randy Barnett	WPB_ENG_20100419.0035:4890-4902	0.751397186816
CS14_ENG_008	org:employees_or_members	test1	eng-NG-31-147907-10555041:4199-4219,eng-NG-31-147907-10555041:4199-4249,eng-NG-31-147907-10555041:4199-4249	Richard Lazarus	eng-NG-31-147907-10555041:4235-4249	0.857547586869
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20090608.0756:2354-2429	Saad	AFP_ENG_20090608.0756:2354-2357	0.0455155701853
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20090608.0756:2354-2473	Saad Hariri	AFP_ENG_20090608.0756:58-68	0.50573368477
CS14_ENG_008	org:employees_or_members	test1	NYT_ENG_20100802.0109:3929-4022	Sabrina Corlette	NYT_ENG_20100802.0109:3929-3944	0.634303610357
CS14_ENG_008	org:employees_or_members	test1	eng-NG-31-142524-10063825:1933-2082	Sarah Bunin Benor	eng-NG-31-142524-10063825:2471-2487	0.127880653117
CS14_ENG_008	org:employees_or_members	test1	eng-NG-31-126841-9161385:3207-3337	Stephen J. Wayne	eng-NG-31-126841-9161385:3274-3289	0.941057319693
CS14_ENG_008	org:employees_or_members	test1	APW_ENG_20090625.0163:3275-3287,APW_ENG_20090625.0163:3275-3312,APW_ENG_20090625.0163:3292-3312	Stephen Wayne	APW_ENG_20090625.0163:3275-3287	0.452679477246
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20100318.0701:3810-3850	Susilo Bambang Yudhoyono	AFP_ENG_20100318.0701:3234-3257	0.590936221276
CS14_ENG_008	org:employees_or_members	test1	LTW_ENG_20090629.0006:202-241	Thomas Mulvihill King	LTW_ENG_20090629.0006:1654-1674	0.518797142999
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20101116.0107:1287-1334,WPB_ENG_20101116.0107:1303-1334	Thomas Reese	WPB_ENG_20101116.0107:1287-1298	0.787984185234
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20101116.0107:1219-1335	Thomas Reese	WPB_ENG_20101116.0107:1287-1298	0.934702411973
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20100126.0197:1952-2076	Tina Drake Zimmerman	AFP_ENG_20100126.0197:2004-2023	0.399867772056
CS14_ENG_008	org:employees_or_members	test1	AFP_ENG_20090604.0045:1915-1948,AFP_ENG_20090614.0399:2012-2044,AFP_ENG_20090905.0341:3064-3150,AFP_ENG_20100108.0670:2900-2940	Victor Cha	AFP_ENG_20090614.0399:1813-1822	0.510219422346
CS14_ENG_008	org:employees_or_members	test1	bolt-eng-DF-200-192448-6197997:9914-9918,bolt-eng-DF-200-192448-6197997:9914-9966,bolt-eng-DF-200-192448-6197997:9946-9966	Walsh	bolt-eng-DF-200-192448-6197997:9914-9918	0.791723461129
CS14_ENG_008	org:employees_or_members	test1	WPB_ENG_20100827.0037:2961-3017,WPB_ENG_20100827.0037:2985-3017	Yahya Hendi	WPB_ENG_20100827.0037:2961-2971	0.426086579182
CS14_ENG_009	org:students	test1	NYT_ENG_20100823.0146:7217-7337,NYT_ENG_20100823.0146:7348-7448	Adrianna Hardaway	NYT_ENG_20100823.0146:7348-7364	0.413719412377
CS14_ENG_009	org:students	test1	eng-NG-31-142760-10093611:3033-3095	Allan Nadler	eng-NG-31-142760-10093611:3033-3044	0.180222063642
CS14_ENG_009	org:students	test1	NYT_ENG_20100123.0102:4444-4591,NYT_ENG_20100123.0102:4593-4665	James Edward Cheek	NYT_ENG_20100123.0102:4249-4266	0.300995684985
CS14_ENG_009	org:students	test1	NYT_ENG_20100823.0146:7217-7337,NYT_ENG_20100823.0146:7348-7448	Jordan Bader	NYT_ENG_20100823.0146:7370-7381	0.898724574203
CS14_ENG_009	org:students	test1	NYT_ENG_20101106.0100:501-533	Li	NYT_ENG_20101106.0100:501-502	0.334011809263
CS14_ENG_009	org:students	test1	NYT_ENG_20101106.0100:557-615	Li Wanrong	NYT_ENG_20101106.0100:125-134	0.935703997045
CS14_ENG_009	org:students	test1	NYT_ENG_20100316.0011:138-189	William John Scott	NYT_ENG_20100316.0011:138-155	0.793903240751
