CS14_ENG_001	per:holds_shares_in	test5	LTW_ENG_20090603.0052:438-491	Democratic National Committee	LTW_ENG_20090603.0052:438-466	0.331447236497
CS14_ENG_004	org:subsidiaries	test5	XIN_ENG_20100107.0273:1787-1922	E Ink Corporation	XIN_ENG_20100107.0273:1840-1856	0.978282424561
CS14_ENG_004	org:subsidiaries	test5	NYT_ENG_20090922.0170:4477-4625	eInk	NYT_ENG_20090922.0170:4550-4553	0.336846172118
CS14_ENG_005	org:employees_or_members	test5	CNA_ENG_20101006.0023:183-214,CNA_ENG_20101006.0023:183-227	Gen Nakatani	CNA_ENG_20101006.0023:216-227	0.7426258947
CS14_ENG_005	org:employees_or_members	test5	CNA_ENG_20101006.0023:174-227	Gen Nakatani	CNA_ENG_20101006.0023:216-227	0.779017369901
CS14_ENG_005	org:employees_or_members	test5	XIN_ENG_20100204.0103:1840-1917	Tomohiro Ishikawa	XIN_ENG_20100204.0103:604-620	0.747203198972
CS14_ENG_006	org:top_members_employees	test5	NYT_ENG_20091203.0060:532-679	Chad Smith	NYT_ENG_20091203.0060:601-610	0.945560173788
CS14_ENG_006	org:top_members_employees	test5	NYT_ENG_20091203.0060:531-680	Chad Smith	NYT_ENG_20091203.0060:601-610	0.496668410368
CS14_ENG_006	org:top_members_employees	test5	NYT_ENG_20091203.0060:532-679	Chad Smith	NYT_ENG_20091203.0060:601-610	0.324904017824
CS14_ENG_006	org:top_members_employees	test5	LTW_ENG_20091119.0253:1198-1312	Ed Yim	LTW_ENG_20091119.0253:1236-1241	0.462007986271
CS14_ENG_006	org:top_members_employees	test5	LTW_ENG_20091209.0133:2320-2401	Ernest Fleischmann	LTW_ENG_20091209.0133:2320-2337	0.476262006198
CS14_ENG_006	org:top_members_employees	test5	APW_ENG_20091001.0339:195-343,APW_ENG_20091001.0339:345-409	Gustavo Dudamel	APW_ENG_20091001.0339:195-209	0.57095780478
CS14_ENG_006	org:top_members_employees	test5	LTW_ENG_20091224.0019:1801-1914	Gustavo Dudamel	LTW_ENG_20091224.0019:1833-1847	0.413017743663
CS14_ENG_007	per:top_member_employee_of	test5	APW_ENG_20091028.1067:93-96,APW_ENG_20091028.1067:175-321	Berlin Philharmonic	APW_ENG_20091028.1067:179-197	0.685343890112
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20101013.0051:3214-3278,WPB_ENG_20101013.0051:3238-3278	Adam Levitin	WPB_ENG_20101013.0051:3214-3225	0.619587851504
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20101013.0051:3146-3293	Adam Levitin	WPB_ENG_20101013.0051:3214-3225	0.439033098775
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20101013.0051:3146-3293	Adam Levitin	WPB_ENG_20101013.0051:3214-3225	0.826335522565
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-106346-8892782:449-542	Adriane Fugh-Berman	eng-NG-31-106346-8892782:449-467	0.648661238012
CS14_ENG_008	org:employees_or_members	test5	APW_ENG_20101104.0571:897-935	Alvaro Uribe	APW_ENG_20101104.0571:216-227	0.997226183829
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20091205.0038:2741-2784	Anthony Clark Arend	LTW_ENG_20091205.0038:2741-2759	0.320928350127
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20091205.0038:2886-2929,LTW_ENG_20091205.0038:2909-2943	Anthony Clark Arend	LTW_ENG_20091205.0038:2886-2904	0.524290266261
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20091205.0038:2837-2970	Anthony Clark Arend	LTW_ENG_20091205.0038:2886-2904	0.326002759101
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20100118.0731:2983-3016	Asoka Bandarage	AFP_ENG_20100118.0731:2953-2967	0.957773850675
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20100118.0731:2949-3034	Asoka Bandarage	AFP_ENG_20100118.0731:2953-2967	0.687469920374
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-131436-9403128:1239-1280	B. Lindsay Lowell	eng-NG-31-131436-9403128:1239-1255	0.960961789235
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-131436-9403128:1391-1432	B. Lindsay Lowell	eng-NG-31-131436-9403128:1391-1407	0.619436423715
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20091210.0027:3507-3564	Bruce Hoffman	AFP_ENG_20091210.0027:3507-3519	0.954380671932
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20091210.0027:3671-3787	Bruce Hoffman	AFP_ENG_20091210.0027:3715-3727	0.306255727991
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20090604.0045:1851-1949	Cha	AFP_ENG_20090604.0045:1895-1897	0.588027170155
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20091126.0111:2682-2741	Christine Fair	LTW_ENG_20091126.0111:2682-2695	0.352427521794
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20090629.0006:1194-1217	Dahlgren Chapel	LTW_ENG_20090629.0006:1203-1217	0.172911216013
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100730.0071:1691-1704,WPB_ENG_20100730.0071:1691-1746,WPB_ENG_20100730.0071:1726-1746	Daniel Tarullo	WPB_ENG_20100730.0071:1691-1704	0.517306729337
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100730.0071:1677-1772	Daniel Tarullo	WPB_ENG_20100730.0071:1691-1704	0.622592327904
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20090905.0030:3043-3077	David Cole	AFP_ENG_20090905.0030:3029-3038	0.352845113112
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20090905.0030:3029-3038,AFP_ENG_20090905.0030:3029-3063,AFP_ENG_20090905.0030:3043-3063	David Cole	AFP_ENG_20090905.0030:3029-3038	0.436095522374
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20090905.0030:3029-3107	David Cole	AFP_ENG_20090905.0030:3029-3038	0.628764470983
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20101116.0118:3591-3674	David I. Steinberg	NYT_ENG_20101116.0118:3569-3586	0.517941529706
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20101116.0118:3504-3651	David I. Steinberg	NYT_ENG_20101116.0118:3569-3586	0.911864466455
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20101105.0431:2326-2383	David Steinberg	AFP_ENG_20101105.0431:2326-2340	0.347207419919
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100524.0063:2794-2941	Deborah Tannen	WPB_ENG_20100524.0063:2861-2874	0.851363262559
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100524.0063:2794-2941	Deborah Tannen	WPB_ENG_20100524.0063:2861-2874	0.67400435699
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20091121.0006:5074-5195,LTW_ENG_20091121.0006:5134-5195	Douglas Kamerow	LTW_ENG_20091121.0006:5010-5024	0.364838793836
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100927.0108:3994-4042	Dr. Maxwell Gregg Bloche	NYT_ENG_20100927.0108:3994-4017	0.198506621576
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-106346-8892782:411-542	Eli Lilly	eng-NG-31-106346-8892782:411-419	0.36877510635
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-126958-8238291:4392-4454	Eric Weinmann	eng-NG-31-126958-8238291:158-170	0.245342714536
CS14_ENG_008	org:employees_or_members	test5	bolt-eng-DF-200-192448-6197997:8692-8751	Father Walsh	bolt-eng-DF-200-192448-6197997:8692-8703	0.557185108184
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100218.0002:3781-3928	Frank Ambrosio	WPB_ENG_20100218.0002:3848-3861	0.507744867845
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100218.0002:3780-3929	Frank Ambrosio	WPB_ENG_20100218.0002:3848-3861	0.34122706744
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100218.0002:3781-3928	Frank Ambrosio	WPB_ENG_20100218.0002:3848-3861	0.67693744615
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20100203.0667:3297-3337	George W. Bush	AFP_ENG_20100203.0667:3250-3263	0.461535726569
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100413.0052:3200-3349	George W. Bush	WPB_ENG_20100413.0052:3268-3281	0.650525992117
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090704.0057:2042-2100,NYT_ENG_20090704.0057:2067-2100,NYT_ENG_20090904.0128:4037-4070,WPB_ENG_20100303.0008:5313-5363	Harry J. Holzer	NYT_ENG_20090704.0057:2042-2056	0.420321842763
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090904.0128:3950-4095	Harry J. Holzer	NYT_ENG_20090904.0128:4017-4031	0.962883162005
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20091223.0012:1983-2061	Ingeborg Hanbauer Costa	LTW_ENG_20091223.0012:2806-2828	0.216916868381
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100514.0153:4002-4097	James Angel	NYT_ENG_20100514.0153:4002-4012	0.610414919782
CS14_ENG_008	org:employees_or_members	test5	APW_ENG_20101022.0898:3023-3085,APW_ENG_20101023.0076:3021-3083	James F. Neal	APW_ENG_20101022.0898:216-228	0.1025589551
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090813.0105:2514-2593,NYT_ENG_20090813.0105:2537-2593	James V. Feinerman	NYT_ENG_20090813.0105:2514-2531	0.506513358811
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090813.0105:2514-2531,NYT_ENG_20090813.0105:2514-2593,NYT_ENG_20090813.0105:2573-2593	James V. Feinerman	NYT_ENG_20090813.0105:2514-2531	0.794733535334
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090813.0105:2464-2597	James V. Feinerman	NYT_ENG_20090813.0105:2514-2531	0.422146515693
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090813.0105:2464-2596	James V. Feinerman	NYT_ENG_20090813.0105:2514-2531	0.840209536981
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20101017.0036:1618-1689,NYT_ENG_20101017.0036:1656-1689	Jay Lorenz	NYT_ENG_20101017.0036:1618-1627	0.310240241871
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20101017.0036:1618-1697	Jay Lorenz	NYT_ENG_20101017.0036:1618-1627	0.440481994305
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20101017.0036:1618-1696	Jay Lorenz	NYT_ENG_20101017.0036:1618-1627	0.655098987174
CS14_ENG_008	org:employees_or_members	test5	bolt-eng-DF-212-191666-3019755:328775-328844,bolt-eng-DF-212-191666-3019755:328792-328844	John Esposito	bolt-eng-DF-212-191666-3019755:328775-328787	0.573707055709
CS14_ENG_008	org:employees_or_members	test5	bolt-eng-DF-212-191666-3019755:328775-328787,bolt-eng-DF-212-191666-3019755:328775-328845,bolt-eng-DF-212-191666-3019755:328824-328845	John Esposito	bolt-eng-DF-212-191666-3019755:328775-328787	0.432963322371
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20090705.0020:1747-1791,LTW_ENG_20090705.0020:1747-1795	Judy Feder	LTW_ENG_20090705.0020:1733-1742	0.760386668047
CS14_ENG_008	org:employees_or_members	test5	APW_ENG_20100830.0033:1107-1176	Jules Loh	APW_ENG_20100830.0033:1107-1115	0.650719060047
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20091029.0015:507-577	Laura Anderko	LTW_ENG_20091029.0015:507-519	0.652441520712
CS14_ENG_008	org:employees_or_members	test5	CNA_ENG_20091112.0022:4418-4451	Lin Chong -pin	CNA_ENG_20091112.0022:68-80	0.710803045897
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100927.0108:4202-4236	Maxwell Gregg Bloche	NYT_ENG_20100927.0108:4178-4197	0.418405341108
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100927.0108:4174-4197,NYT_ENG_20100927.0108:4174-4222,NYT_ENG_20100927.0108:4202-4222	Maxwell Gregg Bloche	NYT_ENG_20100927.0108:4178-4197	0.825703517083
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-142524-10063825:2100-2249	Miriam Isaacs	eng-NG-31-142524-10063825:2604-2616	0.28276327612
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20090913.0040:5374-5408,LTW_ENG_20090913.0040:5388-5422	Nan Hunter	LTW_ENG_20090913.0040:5374-5383	0.879456470641
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20090913.0040:5374-5383,LTW_ENG_20090913.0040:5374-5408,LTW_ENG_20090913.0040:5388-5408	Nan Hunter	LTW_ENG_20090913.0040:5374-5383	0.398217985181
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20090913.0040:5305-5452	Nan Hunter	LTW_ENG_20090913.0040:5374-5383	0.399568812003
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100118.0039:4478-4566	Pamela Harris	NYT_ENG_20100118.0039:4478-4490	0.853006237124
CS14_ENG_008	org:employees_or_members	test5	APW_ENG_20100727.0627:5876-5915,WPB_ENG_20101114.0001:3605-3640,XIN_ENG_20091025.0106:4281-4345	Paul Pillar	XIN_ENG_20091025.0106:4268-4278	0.741844288828
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100330.0059:3821-3876,NYT_ENG_20100330.0059:3843-3876	Paul Rothstein	NYT_ENG_20100330.0059:3821-3834	0.76510296438
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100308.0088:6347-6380	Phillip Swagel	WPB_ENG_20100308.0088:6271-6284	0.79554390089
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100308.0088:6271-6352	Phillip Swagel	WPB_ENG_20100308.0088:6271-6284	0.943021356753
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100330.0059:4290-4438	Randy Barnett	NYT_ENG_20100330.0059:4358-4370	0.376736202752
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100624.0066:1735-1793	Richard Lazarus	NYT_ENG_20100624.0066:1735-1749	0.90710788167
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-147907-10555041:4199-4219,eng-NG-31-147907-10555041:4199-4249,eng-NG-31-147907-10555041:4199-4249	Richard Lazarus	eng-NG-31-147907-10555041:4235-4249	0.836072275764
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20090608.0756:2354-2429	Saad	AFP_ENG_20090608.0756:2354-2357	0.605253492822
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20090608.0756:2354-2473	Saad Hariri	AFP_ENG_20090608.0756:58-68	0.171143112574
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20100802.0109:3929-4022	Sabrina Corlette	NYT_ENG_20100802.0109:3929-3944	0.697853471333
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-106346-8892782:430-542	Shahram Ahari	eng-NG-31-106346-8892782:430-442	0.590683201565
CS14_ENG_008	org:employees_or_members	test5	APW_ENG_20090918.0406:382-477	Sheila Bair	APW_ENG_20090918.0406:417-427	0.0905889482033
CS14_ENG_008	org:employees_or_members	test5	APW_ENG_20090625.0163:3275-3287,APW_ENG_20090625.0163:3275-3312,APW_ENG_20090625.0163:3292-3312	Stephen Wayne	APW_ENG_20090625.0163:3275-3287	0.455682179381
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20100318.0701:3810-3850	Susilo Bambang Yudhoyono	AFP_ENG_20100318.0701:3234-3257	0.39423881674
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090710.0188:2807-2899	Thomas J. Reese	NYT_ENG_20090710.0188:2807-2821	0.912682634557
CS14_ENG_008	org:employees_or_members	test5	NYT_ENG_20090710.0188:2929-3019	Thomas J. Reese	NYT_ENG_20090710.0188:2938-2952	0.971940576313
CS14_ENG_008	org:employees_or_members	test5	LTW_ENG_20090629.0006:202-241	Thomas Mulvihill King	LTW_ENG_20090629.0006:1654-1674	0.875153878247
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20100126.0197:1831-1876	Tina Drake Zimmerman	AFP_ENG_20100126.0197:1831-1850	0.667306293406
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20090604.0045:1915-1948,AFP_ENG_20090614.0399:2012-2044,AFP_ENG_20090905.0341:3064-3150,AFP_ENG_20100108.0670:2900-2940	Victor Cha	AFP_ENG_20090614.0399:1813-1822	0.647770034088
CS14_ENG_008	org:employees_or_members	test5	AFP_ENG_20100108.0670:2893-2895,AFP_ENG_20100108.0670:2893-2940,AFP_ENG_20100108.0670:2920-2940	Victor Cha	AFP_ENG_20100108.0670:2319-2328	0.796845205591
CS14_ENG_008	org:employees_or_members	test5	bolt-eng-DF-200-192448-6197997:9914-9918,bolt-eng-DF-200-192448-6197997:9914-9966,bolt-eng-DF-200-192448-6197997:9946-9966	Walsh	bolt-eng-DF-200-192448-6197997:9914-9918	0.391669228401
CS14_ENG_008	org:employees_or_members	test5	eng-NG-31-126851-9167502:2525-2674	Walsh	eng-NG-31-126851-9167502:2525-2529	0.119723920587
CS14_ENG_008	org:employees_or_members	test5	WPB_ENG_20100827.0037:2961-3017,WPB_ENG_20100827.0037:2985-3017	Yahya Hendi	WPB_ENG_20100827.0037:2961-2971	0.330807726592
CS14_ENG_009	org:students	test5	NYT_ENG_20100823.0146:7217-7337,NYT_ENG_20100823.0146:7348-7448	Adrianna Hardaway	NYT_ENG_20100823.0146:7348-7364	0.741564750809
CS14_ENG_009	org:students	test5	NYT_ENG_20100123.0102:4444-4591,NYT_ENG_20100123.0102:4593-4665	James Edward Cheek	NYT_ENG_20100123.0102:4249-4266	0.528454285423
CS14_ENG_009	org:students	test5	eng-NG-31-128245-9254168:1314-1430	Jeremy Dery	eng-NG-31-128245-9254168:900-910	0.456769906939
CS14_ENG_009	org:students	test5	NYT_ENG_20101106.0100:501-533	Li	NYT_ENG_20101106.0100:501-502	0.0135253860528
CS14_ENG_009	org:students	test5	NYT_ENG_20101106.0100:557-615	Li Wanrong	NYT_ENG_20101106.0100:125-134	0.812547063989
CS14_ENG_009	org:students	test5	LTW_ENG_20091111.0108:710-751	Starner	LTW_ENG_20091111.0108:710-716	0.191913036471
CS14_ENG_009	org:students	test5	NYT_ENG_20100315.0163:3450-3532	William John Scott	NYT_ENG_20100315.0163:3450-3467	0.79953726043
CS14_ENG_010	per:top_member_employee_of	test5	APW_ENG_20100730.0359:1001-1043	Bangkok Criminal Court	APW_ENG_20100730.0359:1001-1022	0.0969603104809
CS14_ENG_010	per:top_member_employee_of	test5	AFP_ENG_20100417.0314:1334-1401,AFP_ENG_20100417.0314:1390-1401	Democrats	AFP_ENG_20100417.0314:1067-1075	0.107351793735
CS14_ENG_010	per:top_member_employee_of	test5	NYT_ENG_20100410.0034:3250-3345,NYT_ENG_20100410.0034:3250-3381	Parliament	NYT_ENG_20100410.0034:3372-3381	0.509399888605
CS14_ENG_010	per:top_member_employee_of	test5	eng-NG-31-127452-9227689:2630-2645	PTV	eng-NG-31-127452-9227689:2643-2645	0.380776818309
CS14_ENG_010	per:top_member_employee_of	test5	AFP_ENG_20100811.0174:1682-1802	Red Shirt	AFP_ENG_20100811.0174:1724-1732	0.86009537286
CS14_ENG_010	per:top_member_employee_of	test5	APW_ENG_20100505.0087:1962-1977,APW_ENG_20100505.0235:3501-3516,APW_ENG_20100505.0313:3503-3518,APW_ENG_20100505.0793:3976-3991	Red Shirts	APW_ENG_20100505.0087:3322-3331	0.857585232699
CS14_ENG_010	per:top_member_employee_of	test5	APW_ENG_20100505.0087:1962-1977,APW_ENG_20100505.0235:3501-3516,APW_ENG_20100505.0313:3503-3518,APW_ENG_20100505.0793:3976-3991	Red Shirts	APW_ENG_20100505.0087:3322-3331	0.932652163652
CS14_ENG_010	per:top_member_employee_of	test5	XIN_ENG_20100424.0068:804-849	Thai News Agency	XIN_ENG_20100424.0068:834-849	0.155290207312
CS14_ENG_010	per:top_member_employee_of	test5	XIN_ENG_20100203.0134:747-758,XIN_ENG_20100203.0134:751-849,XIN_ENG_20100210.0104:1160-1174,XIN_ENG_20100505.0324:1332-1343	UDD	XIN_ENG_20100203.0134:250-252	0.896150338407
CS14_ENG_010	per:top_member_employee_of	test5	XIN_ENG_20100203.0134:747-758,XIN_ENG_20100203.0134:751-758	UDD	XIN_ENG_20100203.0134:250-252	0.00531756476996
CS14_ENG_010	per:top_member_employee_of	test5	AFP_ENG_20100520.0668:454-601	United	AFP_ENG_20100520.0668:525-530	0.399134284522
CS14_ENG_010	per:top_member_employee_of	test5	AFP_ENG_20100520.0673:498-560,XIN_ENG_20100203.0134:747-758,XIN_ENG_20100203.0134:751-758	United Front for Democracy against Dictatorship	AFP_ENG_20100520.0673:514-560	0.532636469372
CS14_ENG_010	per:top_member_employee_of	test5	AFP_ENG_20100520.0673:498-560,AFP_ENG_20100520.0776:389-451,XIN_ENG_20100314.0119:846-910,XIN_ENG_20100314.0180:1060-1124	United front for Democracy against Dictatorship	XIN_ENG_20100314.0180:1060-1106	0.605631927858
CS14_ENG_011	gpe:headquarters_in_city	test5	eng-NG-31-142693-8724100:5992-6034	Americas Servicing Co.	eng-NG-31-142693-8724100:5992-6013	0.865841068591
CS14_ENG_011	gpe:headquarters_in_city	test5	APW_ENG_20101122.0587:711-740	Catholic Diocese	APW_ENG_20101122.0587:711-726	0.935810809287
CS14_ENG_011	gpe:headquarters_in_city	test5	APW_ENG_20101122.0587:813-899	Catholic Diocese	APW_ENG_20101122.0587:828-843	0.93016344231
CS14_ENG_011	gpe:headquarters_in_city	test5	eng-NG-31-140581-9892775:2614-2645	Des Moines Playground Commission	eng-NG-31-140581-9892775:2614-2645	0.43285134721
CS14_ENG_011	gpe:headquarters_in_city	test5	APW_ENG_20101201.0176:1329-1352	Dwolla Corp.	APW_ENG_20101201.0176:1361-1372	0.503964742183
CS14_ENG_011	gpe:headquarters_in_city	test5	APW_ENG_20101201.0176:1327-1399	Dwolla Corp.	APW_ENG_20101201.0176:1361-1372	0.58371316818
CS14_ENG_011	gpe:headquarters_in_city	test5	APW_ENG_20101201.0176:1329-1352	Dwolla.com	APW_ENG_20101201.0176:5019-5028	0.181645188835
CS14_ENG_011	gpe:headquarters_in_city	test5	NYT_ENG_20090823.0123:6422-6546	Meredith	NYT_ENG_20090823.0123:136-143	0.462772357574
CS14_ENG_011	gpe:headquarters_in_city	test5	WPB_ENG_20100928.0058:2108-2155	MidAmerican Energy Holdings	WPB_ENG_20100928.0058:2108-2134	0.638505136697
CS14_ENG_011	gpe:headquarters_in_city	test5	WPB_ENG_20100928.0058:2048-2162	MidAmerican Energy Holdings	WPB_ENG_20100928.0058:2108-2134	0.639196814857
CS14_ENG_011	gpe:headquarters_in_city	test5	WPB_ENG_20100928.0058:2047-2162	MidAmerican Energy Holdings	WPB_ENG_20100928.0058:2108-2134	0.478525809156
CS14_ENG_011	gpe:headquarters_in_city	test5	APW_ENG_20090805.1190:556-625	MidAmerican Energy Holdings Co.	APW_ENG_20090805.1190:595-625	0.8991011476
CS14_ENG_011	gpe:headquarters_in_city	test5	NYT_ENG_20090823.0123:6431-6453	Optimedia	NYT_ENG_20090823.0123:3378-3386	0.153644146235
CS14_ENG_011	gpe:headquarters_in_city	test5	APW_ENG_20090823.0706:1497-1593	Principal Charity Classic	APW_ENG_20090823.0706:1543-1567	0.312247251314
CS14_ENG_011	gpe:headquarters_in_city	test5	NYT_ENG_20100930.0194:3844-3965	Principal Financial Group	NYT_ENG_20100930.0194:142-166	0.433653161529
CS14_ENG_011	gpe:headquarters_in_city	test5	LTW_ENG_20090820.0118:1126-1171	Wells Fargo Home Mortgage	LTW_ENG_20090820.0118:1126-1150	0.327168682519
CS14_ENG_011	gpe:headquarters_in_city	test5	LTW_ENG_20090820.0118:1243-1294	Wells Fargo Home Mortgage	LTW_ENG_20090820.0118:1243-1267	0.940363348902
CS14_ENG_011	gpe:headquarters_in_city	test5	LTW_ENG_20090820.0118:1219-1301	Wells Fargo Home Mortgage	LTW_ENG_20090820.0118:1243-1267	0.738333389993
CS14_ENG_011	gpe:headquarters_in_city	test5	LTW_ENG_20090820.0118:1219-1329	Wells Fargo Home Mortgage	LTW_ENG_20090820.0118:1243-1267	0.725796614671
CS14_ENG_012	org:founded_by	test5	NYT_ENG_20100107.0176:165-244	Anil Kumar	NYT_ENG_20100107.0176:165-174	0.280779327335
CS14_ENG_012	org:founded_by	test5	NYT_ENG_20091211.0031:2962-3075	Gary Rosenbach	NYT_ENG_20091211.0031:3030-3043	0.960969695107
