@relation jaccard_2014

@attribute conf_1 numeric
@attribute conf_2 numeric
@attribute conf_3 numeric
@attribute conf_4 numeric
@attribute conf_5 numeric
@attribute conf_6 numeric
@attribute conf_7 numeric
@attribute conf_8 numeric
@attribute conf_9 numeric
@attribute conf_10 numeric
@attribute prov numeric
@attribute num_prov numeric
@attribute jaccard numeric
@attribute num_offset numeric
@attribute rel {per:title,per:spouse,per:stateorprovince_of_death,org:parents,org:members,per:date_of_death,per:cause_of_death,per:city_of_birth,org:top_members_employees,org:city_of_headquarters,org:alternate_names,per:date_of_birth,per:parents,per:cities_of_residence,per:children,org:shareholders,org:political_religious_affiliation,per:other_family,per:origin,per:countries_of_residence,per:age,org:member_of,org:date_dissolved,per:city_of_death,org:date_founded,org:subsidiaries,per:employee_or_member_of,per:schools_attended,per:charges,per:country_of_birth,org:stateorprovince_of_headquarters,per:religion,per:statesorprovinces_of_residence,per:stateorprovince_of_birth,per:alternate_names,org:founded_by,org:website,per:siblings,per:country_of_death,org:number_of_employees_members,org:country_of_headquarters}
@attribute target {w,c}

@data
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.556,0,0,0,0,0,0,0,0,0,0,0,org:parents,w
0,0,1,0,0,0,0,0,0,0,1,4,0,0,per:countries_of_residence,w
0,0,0.992,0,0,0,0,0,0,0,1,2,0,0,org:subsidiaries,c
0,0,0.89,0,0,0,0,0,0,0,1,3,0,0,per:spouse,w
0,0,0.2544,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
0,0,0.9999,0,0,0,0,0,0,0,0,0,0,0,per:date_of_birth,w
0,0,0.6791,1,0,0,0,0,0,0,1,7,1,1,per:title,w
0,0,0.6559,1,0.5,0,0,0.9795,0,0.1,0.166667,1,1,1,per:title,w
0,0,0.8742,0,0,0,0,0,0,0,0,0,0,0,per:stateorprovince_of_death,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,org:date_dissolved,w
0,0,1,0,0,0,0,0,0,0,1,4,0,0,org:founded_by,w
0,0,0.7548,1,0,0,0,0,0,0,0,0,0,0,per:origin,w
0,0,0.6828,0,0.5,0,0,0,0,0,0,0,0,0,per:age,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:parents,w
0,0,0.943,0,0.5,0,0,0,0,0,0.5,2,0,0,per:statesorprovinces_of_residence,w
0,0,1,0,0,0,0,0,0,1,1,5,0,0,per:spouse,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,per:title,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,per:alternate_names,w
0,0,0.9438,1,1,0,0,0,0,0,0,0,0,0,per:children,c
0,0,0.6792,0,0,0,0,0,0,0,0,0,0,0,per:date_of_birth,w
0,0,0.2832,0,0,0,0,0.9515,0,0,1,1,0,0,per:employee_or_member_of,w
0,0,0.9489,0,0,0,0,0,0,0,0,0,0,0,per:children,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:statesorprovinces_of_residence,w
0,0,0.928,0,0,0,0,0,0,0,1,2,0,0,per:employee_or_member_of,c
0,0,0.91,0,0,0,0,0,0,0,0.666667,2,0,0,per:title,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,per:origin,w
0,0,0.2837,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0,0,0.8226,0,0,0,0,0,0,0,0,0,0,0,per:alternate_names,w
0,0,0.3627,0,1,0,0,0,0,0,0.5,3,1,1,org:top_members_employees,c
0,0,1,0,0,0,0,0,0,0,1,2,0,0,per:siblings,w
0,0,0.928,0,1,0,0,0,0,0,0.5,2,0,0,per:title,c
0,0,0.8943,0,1,0.96,0,0,0,0,0.5,2,0.875,1,org:top_members_employees,c
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:alternate_names,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:religion,w
0,0,0.9704,0,0,0,0,0,0,0,0,0,0,0,per:origin,w
0,0,0.6305,0,0,0,0,0,0,0,0,0,0,0,per:alternate_names,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,per:origin,w
0,0,1,0,0,0,0,0,0,0,1,1,0,0,per:origin,w
0,0,0.5,1,0,0,0,0,0,0,0.5,2,0,0,per:cities_of_residence,w
0,0,0.7468,0,0.5,0,0,0,0,0,0.333333,1,1,1,per:title,w
0,0,0.8744,0,0,0,0,0,0,0,0,0,0,0,org:top_members_employees,w
0,0,1,0,0,0,0,0,0,0,1,4,0,0,per:title,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:statesorprovinces_of_residence,w
0,0,0.152,0,0,0,0,0,0,0,1,1,0,0,per:religion,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:alternate_names,w
0,0,1,0,0.5,0.99,0,0.9502,1,0,0.1,1,0,0,per:religion,c
0,0,0.402624,0,0,0,0,0,0,0,0,0,0,0,per:cities_of_residence,w
0,0,1,0,0,0,0,0,0,0,0.666667,4,0,0,per:title,w
0,0,0.7462,0,0,0,0,0,0,0,0,0,0,0,per:country_of_birth,w
0,0,1,1,0,0,0,0,0,0,1,9,1,1,org:stateorprovince_of_headquarters,c
0,0,1,0,0,0,0,0,0,0,1,4,0,0,org:alternate_names,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:employee_or_member_of,w
0,0,0.971,0,1,0,0,0,0,0.04,0.5,2,0,0,per:employee_or_member_of,c
0,0,1,0,0,0,0,0,0,0,0,0,0,0,org:founded_by,c
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:top_members_employees,w
0,0,0.5952,0,0,0,0,0,0,0,0,0,0,0,per:countries_of_residence,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:alternate_names,w
0,0,0.3807,0,0,0,0,0.9383,1,0,1,6,1,1,per:employee_or_member_of,c
0,0,0.2878,0,0,0,0,0,0,0,1,4,0,0,org:shareholders,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:top_members_employees,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:employee_or_member_of,w
0,0,0.5769,0,0,0,0,0,0,0,0,0,0,0,org:founded_by,w
0,0,0.9747,0,0,0,0,0,0,0,0,0,0,0,per:date_of_birth,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:alternate_names,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,org:top_members_employees,w
0,0,0.981,1,0.5,0.93,0,0.9795,0,1,1,11,0.977778,5,per:title,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:employee_or_member_of,w
0.451354,0,0.9941,1,0,0.924,0.9646,0.9414,1,0,0.272727,3,0.904762,3,per:origin,c
0,0,0.9842,0,0,0,0,0,0,0,0,0,0,0,per:schools_attended,w
0,0.857143,0.0972,0,1,0.991,0,0,0,0,0.6,3,0.833333,1,org:top_members_employees,c
0,0,1,0,0,0,0,0,0,0,1,4,0,0,per:employee_or_member_of,w
0,0,0.6584,1,0,0,0,0.9795,0,0,0.2,1,0,0,per:title,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:founded_by,w
0.9021,0,1,1,1,0,0,0.9885,1,0,0.083333,1,0,0,org:parents,w
0,0,0.5842,0,0,0,0,0,0,0,0,0,0,0,per:city_of_death,w
0,0,0.0211,0,0,0,0,0.8906,0,0,1,1,1,1,per:title,w
0,0,1,0,0,0,0,0,0,0,1,4,0,0,org:website,c
0,0,0.0034,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0,0,0.8721,0,0,0,0,0,0,0,0,0,0,0,org:top_members_employees,w
0,0,0.5,0,0,0,0,0,0,0,0.666667,2,0,0,per:cities_of_residence,c
0,0,0.977,1,0.5,0,0,0,0,0,1,8,0.8,2,per:title,c
0,0,0.4478,0,0,0,0,0.9795,0,0,1,1,1,1,per:title,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,org:city_of_headquarters,c
0,0,1,0,0,0,0,0,0,0,0,0,0,0,per:religion,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:country_of_headquarters,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:top_members_employees,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:countries_of_residence,w
0,0,0.5972,1,0,0,0,0,0,0,0.166667,1,0,0,per:title,w
0,0,0.9555,0,0,0,0,0,0,0,0,0,0,0,per:title,w
0,0,0.838,0,0,0,0,0,0,0,0,0,0,0,per:origin,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,org:city_of_headquarters,w
0,0,0.0805,1,0,0,0,0,0,0,0.2,1,0,0,per:origin,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0.539049,0,0.8375,0,0,0.972,0,0,0,0,0.571429,4,0.888889,1,per:origin,c
0,0,0.6174,0,0.5,0,0,0.9918,0,0,1,3,1,2,per:title,w
0,0,1,0,0,0,0,0,0,0,0,0,0,0,org:alternate_names,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,per:children,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:alternate_names,w
0,0,0.9317,0,0,0,0,0,0,0,0,0,0,0,per:parents,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:top_members_employees,w
0,0,0.966,0,0,0,0,0,0,0,0.4,2,0,0,org:parents,c
0,0,1,0,0,0,0,0,0,0,1,3,0,0,per:alternate_names,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,per:country_of_death,w
0,0,0.7099,0,0,0,0,0,0,0,0,0,0,0,per:statesorprovinces_of_residence,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:members,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:employee_or_member_of,w
0,0,0.7639,0,0.5,0,0,0,0,0,0,0,0,0,per:title,w
0,0,0.6367,0,0,0,0,0,0,0,0,0,0,0,per:parents,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,org:parents,w
0,0,0.9535,0,0,0,0,0,0,0,0,0,0,0,per:countries_of_residence,w
0,0,0.6204,0,0,0,0,0,0,0,0,0,0,0,per:spouse,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:employee_or_member_of,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,per:schools_attended,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,per:spouse,w
0,0,1,0,0,0,0,0,0,0,0,0,0,0,per:title,w
0,0,0.7829,0,0,0,0,0,0,0,0,0,0,0,per:other_family,w
0,0,0.7836,0,0,0,0,0,0,0,0,0,0,0,per:cities_of_residence,w
0,0,0.9232,0,0,0,0,0,0,0,0,0,0,0,per:statesorprovinces_of_residence,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:top_members_employees,w
0,0,1,1,0,0,0,0,0,0,0.75,6,0,0,per:stateorprovince_of_birth,c
0,0,0.9662,0,0,0,0,0,0,0,0,0,0,0,org:date_dissolved,w
0,0,0.9736,0,0,0,0,0,0,0,0,0,0,0,org:subsidiaries,w
0,0,0.0467,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,w
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,per:spouse,w
0,0,0.7148,0,0,0,0,0,0,0,0,0,0,0,org:parents,w
0,0,0.95,0,0,0,0,0,0,0,1,5,0,0,org:shareholders,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,per:date_of_death,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.9512,0,0,0,0,0,0,0,0,0,0,0,per:alternate_names,w
0,0,1,0,0,0,0,0,0,0,1,4,0,0,per:employee_or_member_of,w
0,0,0.945,0,0,0,0,0,0,0,1,2,0,0,org:alternate_names,c
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,per:siblings,w
0,0,0.8396,0,0,0,0,0,0,0,0,0,0,0,per:other_family,w
0,0,0.517,0,0,0,0,0,0,0,0,0,0,0,per:parents,w
0,0,0.91,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.0285,0,0.5,0,0,0,0,1,0.25,1,0,0,per:title,w
0,0,1,0,0,0,0,0.9969,0,0,1,1,1,1,org:date_founded,c
0,0,1,0,0,0,0,0,0,0,0.75,3,0,0,org:stateorprovince_of_headquarters,c
0,0,0.107,0,0,0,0,0,1,0,0.142857,1,0,0,per:cities_of_residence,c
0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,per:employee_or_member_of,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,per:employee_or_member_of,w
0,0,0.996,0,0.5,0,0,0,1,0,0.2,2,0.8,1,per:origin,c
0,0,1,0,0,0,0,0,0,0,0,0,0,0,per:employee_or_member_of,w
0,0,1,0,0,0,0,0,0,0,0,0,0,0,org:alternate_names,w
0,0,0.068,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,w
0,0,0.7461,0,0,0,0,0,0,0,0,0,0,0,per:employee_or_member_of,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:parents,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,org:country_of_headquarters,w
0,0,0.9345,0,0,0.94,0,0,0,0,1,3,0.875,1,per:title,c
0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,org:founded_by,w
0,0,0.7265,0,0,0,0,0,0,0,1,1,0,0,per:city_of_birth,w
0,0,1,1,0,0,0,0,0,0,0.416667,5,0,0,org:stateorprovince_of_headquarters,c
0,0,0.401588,0,0,0,0,0,0,0,0,0,0,0,org:founded_by,w
0,0,0.5,0,0,0,0,0,0,0,1,3,0,0,per:statesorprovinces_of_residence,w
0,0,0.8525,0,0,0,0,0,0,0,0,0,0,0,org:alternate_names,w
0,0,0.0468,0,0,0,0,0,0,0,1,2,0,0,per:city_of_birth,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,per:date_of_death,w
0,0,0.998,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.5525,0,0,0,0,0,0,0,0,0,0,0,per:religion,w
0,0,0.5007,0,0,0,0,0,0,0,0,0,0,0,org:member_of,w
0,0,1,0,0,0,0,0,1,0,0.285714,2,0,0,per:parents,w
0,0,0.8422,0,0,0,0,0,0,0,0,0,0,0,per:country_of_birth,w
0,0,1,0,0,0,0,0,0,0,1,3,0,0,org:top_members_employees,w
0,0,1,0,0,0,0,0,0,0,1,5,0,0,org:number_of_employees_members,c
0,0,0.8881,0,0,0,0,0,0,0,0,0,0,0,per:statesorprovinces_of_residence,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:parents,w
0,0,0.981,0,0,0,0,0,0,0,0,0,0,0,per:religion,w
0.902,0,0.0542,1,0,0,0,0,0.95,0,0.142857,1,0,0,per:cities_of_residence,c
0,0,0.9464,0,0,0,0,0,0,0,0,0,0,0,per:parents,w
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,per:title,w
0.553884,0.5,0.9653,0,0.5,0.923,0,0,0,0,0,0,0,0,per:origin,c
0.9,0,0.905,0,0,0,0,0,1,0,0.285714,2,0,0,per:other_family,c
0,0,0.6075,0,0,0,0,0,0,0,0,0,0,0,org:subsidiaries,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:alternate_names,w
0,0,0.9919,1,1,0.822,0,0.9959,1,0,0.071429,1,0,0,per:parents,c
0,0,0.8768,1,0,0.964,0,0.888,1,1,0,0,0,0,org:alternate_names,c
0,0,1,1,0,0,0,0,0,0,0.333333,2,0,0,org:subsidiaries,w
0,0,0.95,1,0,0,0,0,0,0,0.5,4,0,0,per:cities_of_residence,w
0,0,0.5743,0,0,0,0,0,0,0,0,0,0,0,per:parents,w
0,0,0.7083,0,0,0,0,0,0,0,0,0,0,0,per:stateorprovince_of_birth,w
0,0,1,1,0,0,0,0.9677,0.95,0,0.307692,4,1,1,per:age,c
0,0,0.9858,0,0,0,0,0,0,0,0,0,0,0,per:country_of_death,w
0,0,1,0,0,0,0,0,0,0,1,2,0,0,org:members,w
0,0,0.95,0,0,0,0,0,0,0,1,5,0,0,per:cities_of_residence,w
0,0,0.94,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.9758,0,0,0,0,0,0,0,0,0,0,0,per:statesorprovinces_of_residence,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:alternate_names,w
0,0,0.1443,0,0,0,0,0,0,0,1,1,0,0,org:city_of_headquarters,w
0,0,0.2903,0,0,0.932,0,0,0,0.25,0.333333,1,0,0,per:title,c
0,0,0.0467,0,1,0,0,0,0,0,0.166667,1,1,1,per:spouse,w
0,0,0.987,0,0,0,0,0,0,0,1,2,0,0,per:statesorprovinces_of_residence,c
0,0,1,0,0,0,0,0,0,0.1,1,3,0,0,per:title,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:cities_of_residence,w
0,0,0.0733,0,0,0,0,0,0,0,1,3,0,0,per:title,w
0,0.666667,0.6791,0,0.5,0.926,0,0,0,0.6,0,0,0,0,per:title,c
0,0,1,0,0,0,0,0,0,0,1,5,0,0,per:charges,w
0,0,1,0,0,0,0,0,0,0,0.5,2,0,0,per:employee_or_member_of,w
0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,per:employee_or_member_of,c
0,0,0.996,0,0,0,0,0,0,0,1,2,0,0,per:cause_of_death,c
0.9437,0,0.1352,0,0,0,0,0.82,0,0,1,1,1,1,per:title,c
0,0.5,0.985,1,0.5,0,0,0,0,0.5,1,11,0.833333,4,per:title,w
0,0,0.6971,0,0,0,0,0,0,0,0,0,0,0,org:members,w
0.401468,0,0.821,0,0,0,0,0,0,0,0,0,0,0,org:city_of_headquarters,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:employee_or_member_of,w
0,0,1,0,0,0,0,0,0,0,1,4,0,0,per:alternate_names,w
0,0,0.5,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0,0,0.7621,0,0,0,0,0,0,0,0,0,0,0,per:schools_attended,w
0,0,0.5665,0,0,0,0,0,0,0,0,0,0,0,per:other_family,w
0,0,0.4639,0,0,0,0,0,0,0,0,0,0,0,per:countries_of_residence,w
0,0,0.967742,0,0,0,0,0,0,0,0,0,0,0,org:member_of,w
0,0,0.0111,1,0,0,0,0,0,0,1,4,1,1,org:city_of_headquarters,w
0,0,0.996,0,0,0,0,0,0,0,0,0,0,0,per:alternate_names,w
0,0,0.8318,0,0,0,0,0,0,0,0,0,0,0,per:cities_of_residence,w
0,0,0.7484,0,0,0,0,0,0,0,0,0,0,0,per:parents,w
0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,per:title,w
