@relation jaccard_2013

@attribute conf_1 numeric
@attribute conf_2 numeric
@attribute conf_3 numeric
@attribute conf_4 numeric
@attribute conf_5 numeric
@attribute conf_6 numeric
@attribute conf_7 numeric
@attribute conf_8 numeric
@attribute conf_9 numeric
@attribute conf_10 numeric
@attribute prov numeric
@attribute num_prov numeric
@attribute jaccard numeric
@attribute num_offset numeric
@attribute rel {per:cities_of_residence,per:employee_or_member_of,per:age,org:date_founded,per:schools_attended,org:alternate_names,org:top_members_employees,org:member_of,org:shareholders,org:parents,org:subsidiaries,per:siblings,per:spouse,per:title,per:countries_of_residence,per:country_of_birth,per:alternate_names,per:parents,org:founded_by,org:country_of_headquarters,org:city_of_headquarters,org:date_dissolved,per:statesorprovinces_of_residence,per:stateorprovince_of_death,per:city_of_death,per:city_of_birth,per:stateorprovince_of_birth,org:members,per:children,per:cause_of_death,org:stateorprovince_of_headquarters,per:charges,org:website,per:religion,per:country_of_death,per:other_family,per:date_of_death,org:number_of_employees_members,per:date_of_birth,per:origin,org:political_religious_affiliation}
@attribute target {w,c}

@data
0.831559,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,w
0.565,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.0389,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.885802,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.840211,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.850543,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.0959,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,per:country_of_birth,w
0.3717,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,per:parents,w
0.701,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.6225,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,c
0.821707,0,0,0,0,0,0,0,0,0,1,1,0,0,per:parents,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,w
0.835186,0,0,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,w
1,0,0,0,0,0,0.4,0,0.95,0,0.666667,2,0.8,1,org:country_of_headquarters,c
0.7,0,0,0,0,0,0,0.86,0,0,0.5,1,0,0,per:parents,w
0.83496,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.865116,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.5,0,0,0.8221,0.5,0,0,0,0,0,1,3,0.875,2,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,w
0.82068,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:city_of_headquarters,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:alternate_names,c
0.994,0,0,0,0,0,0,0,0,0,1,1,0,0,per:country_of_birth,w
0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,org:date_dissolved,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
0.5,0,0,0,0,0,0,0.882642,0,0,0.5,1,0,0,per:stateorprovince_of_death,w
0.833333,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,org:country_of_headquarters,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:alternate_names,w
0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:city_of_death,w
0.836215,0,0,0,0,0,0,0,0,0,1,1,0,0,org:shareholders,w
0.828438,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.2509,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.782,0,0,0,0,0,0,0.836375,0,0,1,2,0,0,per:city_of_birth,w
0.9,0,0,0,0,1,0,0,0,0,1,2,0.8,1,per:stateorprovince_of_birth,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.86195,0,0,0,0,0,0,0,0,0,1,1,0,0,org:members,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.5209,0,0,0,1,0,0,0,0.95,0,0.333333,1,0,0,per:children,c
0.861899,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,per:cause_of_death,c
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.1147,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.1204,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.9165,0.666667,0,0,0,0,0,0,0,0,0.5,1,0,0,per:cause_of_death,c
0.1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.835786,0,0,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:parents,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:alternate_names,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:stateorprovince_of_headquarters,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:charges,w
0.831922,0,0,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,w
0.6,0,0,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.6047,0,0,0,0,0,0,0,0.95,0,1,2,1,1,per:title,c
0.75,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.0102,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.82066,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,org:city_of_headquarters,w
0.806543,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,org:website,w
0.878341,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.805317,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.890638,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,org:members,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
1,0,0,0,0,0,0,0,0.95,0,0.5,1,1,1,org:top_members_employees,c
0.3188,0,0,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,c
0.5188,0,0,0,0,0,0,0.913189,0.95,0,0.333333,1,1,1,org:parents,w
0.828634,0,0,0,0,0,0,0,0,0,1,1,0,0,per:children,w
0.90844,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.816988,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,org:date_dissolved,w
0.75,0,0,0,1,0,0,0,0,0,1,2,0.8,1,per:stateorprovince_of_death,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.2408,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
1,0,0,0,0,0,0,0,0,0,1,2,0,0,per:title,w
0.897095,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:city_of_headquarters,w
0.091,0,0,0,0,0,0,0,0.95,0,0.5,1,0,0,per:employee_or_member_of,c
0.869874,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.855805,0,0,0,0,0,0,0,0,0,1,1,0,0,per:parents,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.8,0,0,0.6669,0,1,0,0,0.95,0.85,0.2,1,0,0,per:cities_of_residence,c
0.912389,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.912054,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.805921,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.9984,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,c
0.2,0,0,0,0,0,0,0.821805,0,0,0.5,1,0,0,per:spouse,w
0.9,0,0,0.9389,0,0,0,0,0,0,1,2,1,1,per:title,w
0.9,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.8854,0,0,0,0,1,0,0,0,0,0.5,1,0,0,per:employee_or_member_of,c
0.1978,0,0,0,0,0,0,0,0,0,1,1,0,0,org:stateorprovince_of_headquarters,w
0.892446,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.863771,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.3797,0,0,0,0,1,0,0,0,0,0.5,1,0,0,org:country_of_headquarters,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:alternate_names,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:city_of_death,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:children,w
0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.992,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:alternate_names,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:religion,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.95,0,0,0,0,0,0,0,0,0.85,0.5,1,0,0,per:countries_of_residence,c
0.875308,0,0,0,0,0,0,0,0,0,1,1,0,0,org:shareholders,w
0.9484,0,0,0,1,0,0,0,0,0.85,0.666667,2,0.909091,1,per:country_of_death,c
0.2488,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cause_of_death,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:city_of_headquarters,w
0.1574,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:date_founded,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,org:date_founded,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.75,0,0,0.5148,0,1,0,0,0.95,0,0.25,1,0,0,per:age,c
0.927524,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.4,0,0,0,0,0,0,0,0,0,1,1,0,0,per:children,w
0.5,0,0.5469,0.5828,0.5,0,0,1,0,0,0.4,2,1,1,per:title,c
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:stateorprovince_of_headquarters,w
0.840857,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:parents,w
0.992,0,0,0,0,0,0,0,0.95,0,0.5,1,0,0,per:employee_or_member_of,c
0.9,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.800123,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.907386,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.952467,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.819158,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,c
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.870086,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:age,w
0.9,0.75,1,0,1,0.999,0,0,0,0.85,0.333333,2,1,1,org:top_members_employees,c
0.842389,0,0,0,0,0,0,0,0,0,1,1,0,0,org:members,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.916667,0,1,0,1,0,0,0,0,0,0.333333,1,0,0,per:title,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
1,0,0,0,0,0,0,0,0,0.85,0.5,1,0,0,per:employee_or_member_of,c
0.8696,0,0,0,0,0,0.4,0,0,0.85,0.333333,1,0,0,org:alternate_names,c
0.949,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,c
0.849758,0,0,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,w
0.748,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.9,0,0,0,0,0,0,0,0,0,1,1,0,0,per:date_of_death,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
1,0,0,0.5915,0,1,0,0,0.95,0,0.25,1,0,0,per:alternate_names,c
0.7777,0,0,0,0,0,0,0,0,0,1,1,0,0,org:number_of_employees_members,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:parents,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:parents,w
0.9,0,0,0,1,0,0,0,0,0,1,2,0.947368,1,per:siblings,w
0.4,0,0,0,0,0,0,0.87775,0,0,0.5,1,0,0,per:other_family,w
0.6,0,0,0,0,0,0,0,0,0,1,1,0,0,per:religion,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.817433,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,w
0.9,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.3247,0,0,0,0,0.999,0,0,0,0,1,2,0.947368,1,per:title,w
0.5,0,0,0,0,0,0,0,0,0.85,0.5,1,0,0,org:alternate_names,c
0.849606,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.583,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.539,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.927528,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,c
1,0,0,0,0,0.567,0,0.904875,0,0.85,0.25,1,0,0,per:cities_of_residence,c
0.857335,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:stateorprovince_of_death,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.869419,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:charges,w
0.833462,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.521,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,c
1,0,0,0,0.5,0,0,0,0,0,0.5,1,0,0,per:title,w
0.4,0,0,0,0,0,0,0,0,0,1,1,0,0,org:country_of_headquarters,w
0.905289,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,c
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,c
0.75,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,w
0.5097,0,0,0,1,0,0.8,0,0.95,0,0.75,3,0.9375,2,per:stateorprovince_of_death,c
0.4,0,0,0,0,0,0,0.913174,0,0,0.5,1,0,0,per:parents,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.894504,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.895476,0,0,0,0,0,0,0,0,0,1,1,0,0,org:shareholders,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.916947,0,0,0,0,0,0,0,0,0,1,1,0,0,org:subsidiaries,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.878538,0,0,0,0,0,0,0,0,0,1,1,0,0,org:parents,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:city_of_death,w
0.825829,0,0,0,0,0,0,0,0,0,1,1,0,0,org:members,w
0.916844,0,0,0,0,0,0,0,0,0,1,1,0,0,org:shareholders,w
0.5,0,0,0,0,0,0,1,0,0,0.5,1,0,0,per:title,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:cities_of_residence,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:website,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,org:members,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.562,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,c
0.5321,0,0,0.8475,1,1,0,1,0.95,0,0.166667,1,0,0,org:alternate_names,c
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:city_of_death,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:statesorprovinces_of_residence,w
1,0,0,0,0,0.999,0,0,0,0,1,2,1,1,per:spouse,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:date_of_death,c
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,per:countries_of_residence,w
0.895824,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
0.5,0,0,0,1,0.901,0,0,0,0,0.333333,1,0,0,per:alternate_names,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,c
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:date_dissolved,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:founded_by,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.7,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:alternate_names,w
0.0946,0,0,0,0,0,0,0.843036,0,0,1,2,1,1,per:cities_of_residence,w
0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,org:number_of_employees_members,w
0.887476,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.445,0,0,0,0,1,0,0,0,0.85,1,3,0.857143,1,per:employee_or_member_of,w
0.834167,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:website,w
0.3113,0,0,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:country_of_headquarters,c
0.47,0,0,0,0,0,0,0,0,0,1,1,0,0,per:date_of_birth,w
1,0,0,0,0,1,0,0,0,0,1,2,0.933333,1,per:title,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:schools_attended,w
0.915317,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:religion,w
0.9278,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,c
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.819063,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
0.9,0.978723,0.7479,0,0,0,0,0.962416,0.95,0.85,0.166667,1,0,0,org:top_members_employees,c
0.901564,0,0,0,0,0,0,0,0.95,0,0.5,1,0,0,per:countries_of_residence,c
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,per:city_of_death,c
0.95,0,0,0,0,0,0,0,0,0,1,1,0,0,org:country_of_headquarters,w
0.914766,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
0.777,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.585,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.1596,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.625,0,0,0,0,0,0,0,0,0,1,1,0,0,per:spouse,w
0.838098,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,org:member_of,w
0.523,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.5247,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,c
0.803666,0,0,0,0,0,0,0,0,0,1,1,0,0,per:children,w
0.7,0,0,0,0,0,0,0,0,0,1,1,0,0,per:religion,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,org:alternate_names,c
0.842345,0,0,0,0,0,0,0,0,0,1,1,0,0,org:shareholders,w
1,0,0,0,0,0,0,0,0,0,1,1,0,0,per:employee_or_member_of,w
1,0,0,0,0.5,0,0,0,0,0,1,2,0.9,1,per:title,c
0.9,0,0,0,0,0,0,0,0,0,1,1,0,0,org:top_members_employees,w
0.833424,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
0.85,0,0,0,0,0,0,0,0,0,1,1,0,0,per:alternate_names,w
0.1784,0,0,0,0,0,0,0,0,0,1,1,0,0,per:title,w
0.927082,0,0,0,0,0,0,0,0,0,1,1,0,0,per:other_family,w
0.85659,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
0.925106,0,0,0,0,0,0,0,0,0,1,1,0,0,per:siblings,w
